,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00," >> JEFF PROBST: Previously, on"
2,00:00:03.00,00:00:03.00,"Survivor: On day ten, when the Heroes"
3,00:00:05.42,00:00:05.42,discovered a clue to the hidden immunity idol...
4,00:00:07.92,00:00:07.92,">> ""An immunity idol is hidden at your camp."""
5,00:00:10.33,00:00:10.33,>> PROBST: ...the entire tribe scattered across the beach...
6,00:00:12.58,00:00:12.58,>> Who's walking down that way? >> PROBST: ...each person
7,00:00:14.42,00:00:14.42,selfishly looking for the idol alone.
8,00:00:16.33,00:00:16.33,"Tom was the one to find it. >> I have the immunity idol, but"
9,00:00:19.71,00:00:19.71,"I'm still a target, because they know it's in my possession."
10,00:00:22.04,00:00:22.04,">> PROBST: Conversely, the Villains agreed to stick"
11,00:00:24.25,00:00:24.25,together and ignore the clue entirely.
12,00:00:26.25,00:00:26.25,>> It's not fair for one person to have an immunity idol.
13,00:00:28.71,00:00:28.71,">> PROBST: Except for Russell, who searched for the idol but"
14,00:00:31.42,00:00:31.42,couldn't find it. And instead found himself on
15,00:00:35.29,00:00:35.29,the outs with his tribe. >> PROBST: At the immunity
16,00:00:40.08,00:00:40.08,"challenge, Boston Rob once again led the Villains to victory."
17,00:00:44.38,00:00:44.38,"Villains win immunity! At the Heroes' camp, J.T. agreed"
18,00:00:48.58,00:00:48.58,to vote with Cirie and the majority of the tribe to take
19,00:00:51.33,00:00:51.33,out Tom. >> I want Tom to go.
20,00:00:53.29,00:00:53.29,">> PROBST: But at Tribal Council, J.T. betrayed his"
21,00:00:56.21,00:00:56.21,"alliance and voted for Cirie. >> Jeff, I have something that I"
22,00:00:59.62,00:00:59.62,was hoping not to use. >> PROBST: So when Tom played
23,00:01:01.79,00:01:01.79,"the hidden immunity idol, Cirie was sent home."
24,00:01:04.83,00:01:04.83,"Cirie, the tribe has spoken. I would say that qualifies as"
25,00:01:09.67,00:01:09.67,your first blindside. 16 are left.
26,00:01:12.92,00:01:12.92,"Who will be voted out tonight? >> Tonight, J.T. is a Hero."
27,00:01:28.33,00:01:28.33,"I really believed my days were done on the beach, but J.T. did"
28,00:01:32.42,00:01:32.42,"it. At this point, it's all about"
29,00:01:35.25,00:01:35.25,strategy. They've made it very clear they
30,00:01:37.71,00:01:37.71,wanted me and Tom gone. We're not gone yet.
31,00:01:41.08,00:01:41.08,We don't plan on going anywhere. >> Cirie's game's always been
32,00:01:55.38,00:01:55.38,she stays loyal until things get rough after the merge.
33,00:01:58.79,00:01:58.79,"And the way things are going, it's gonna get rough for us."
34,00:02:01.92,00:02:01.92,And I hope everybody realizes I did it for the team and not for
35,00:02:05.17,00:02:05.17,me. >> I'm a little pissed off right
36,00:02:08.12,00:02:08.12,now. (chuckles)
37,00:02:10.38,00:02:10.38,I'm a lot pissed off right now. Don't know about J.T. as much as
38,00:02:15.29,00:02:15.29,I did a few hours ago. >> They think I saved them.
39,00:02:30.79,00:02:30.79,I didn't. I got rid of Cirie when I had
40,00:02:33.12,00:02:33.12,"the chance. And I swear, I will never, never"
41,00:02:37.08,00:02:37.08,turn on you guys. Never. >> Really?
42,00:02:39.96,00:02:39.96,">> I swear. I swear, Amanda. I would never lie to you."
43,00:02:43.08,00:02:43.08,I swear. You don't believe me? I swear.
44,00:02:50.54,00:02:50.54,>> Okay. J.T. can tell me everything he
45,00:02:53.88,00:02:53.88,"wants to tell me, but I see right through him."
46,00:02:56.38,00:02:56.38,"In the back of my mind, I know that he will lie and he makes"
47,00:02:59.21,00:02:59.21,"alliances like they're, you know, yesterday's news."
48,00:03:03.25,00:03:03.25,I think he's made 20 alliances already.
49,00:03:05.50,00:03:05.50,"If he wants to play this game, game on."
50,00:03:08.04,00:03:08.04,Bring it on. (theme song playing)
51,00:03:52.00,00:03:52.00,\xe2\x99\xaa \xe2\x99\xaa >> And flex every muscle.
52,00:04:29.04,00:04:29.04,And pull. The key is making your mind tell
53,00:04:34.42,00:04:34.42,you body to flex every muscle. I led the tribe out to the beach
54,00:04:38.17,00:04:38.17,this morning to do some dragon-slayer chi; my own
55,00:04:41.00,00:04:41.00,special form of meditation and movement.
56,00:04:44.88,00:04:44.88,Out to this side. Move your arms like this.
57,00:04:49.62,00:04:49.62,It's complete body control. If fuses everything together.
58,00:04:54.25,00:04:54.25,(Coach humming) It just basically tells your
