,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> JEFF PROBST: Previously on
2,00:00:02.75,00:00:02.75,Survivor... Yaxha dodged deadly  visitors.
3,00:00:05.33,00:00:05.33,>> Wow. >> It ate something.
4,00:00:08.08,00:00:08.08,That could have been one of us if we were swimming across its
5,00:00:10.42,00:00:10.42,path. >> What?
6,00:00:12.42,00:00:12.42,>> A fish got me. >> PROBST: Then everything
7,00:00:14.38,00:00:14.38,changed when the tribes were unexpectedly switched.
8,00:00:17.21,00:00:17.21,"Drop your buffs. >> Oh, my God!"
9,00:00:20.08,00:00:20.08,">> PROBST: Danni, Brandon, Bobby Jon and Blake were the new"
10,00:00:22.46,00:00:22.46,"members of Yaxha, and Jamie, Lydia, Rafe and Stephenie"
11,00:00:25.83,00:00:25.83,"joined Nakum. At the new Nakum tribe,"
12,00:00:28.96,00:00:28.96,Stephenie and Jamie approached Judd about turning on his old
13,00:00:32.96,00:00:32.96,tribe mate Brooke. >> Then we'll get rid of Brooke.
14,00:00:35.62,00:00:35.62,">> Like I said, man, I'm all with you guys, man."
15,00:00:38.25,00:00:38.25,"I'm all for that, man. >> PROBST: And Margaret felt"
16,00:00:40.46,00:00:40.46,"uneasy about Judd's loyalties. >> With this switch-up today, I"
17,00:00:43.42,00:00:43.42,don't feel safe at all. >> I know I'm the big gun around
18,00:00:45.96,00:00:45.96,"here. You feel like you're King Kong,"
19,00:00:47.96,00:00:47.96,"man. ( deep, raspy hooting )"
20,00:00:51.58,00:00:51.58,">> PROBST: At Yaxha, Brian, Amy and Gary felt the pressure of"
21,00:00:54.83,00:00:54.83,"being outnumbered by their new tribe mates, three to four."
22,00:00:58.08,00:00:58.08,>> We're decimated here. >> PROBST: Blake and Bobby Jon
23,00:01:01.08,00:01:01.08,shared a private moment to confirm their game plan.
24,00:01:07.12,00:01:07.12,">> Bobby and I, you know, had a little bathroom break and a"
25,00:01:09.12,00:01:09.12,little pep talk. We already picked the order.
26,00:01:11.21,00:01:11.21,"It's Amy, Brian and Gary out the door."
27,00:01:12.92,00:01:12.92,>> PROBST: At the immunity challenge...
28,00:01:14.29,00:01:14.29,">> Come on, Brian, keep on popping them, Brandon."
29,00:01:16.04,00:01:16.04,>> PROBST: Yaxha threw their way to victory.
30,00:01:18.04,00:01:18.04,"Yaxha wins immunity! Back at Nakum, Margaret"
31,00:01:22.42,00:01:22.42,pressured Judd to vote off Lydia and keep the four former Nakum
32,00:01:26.04,00:01:26.04,"members united. >> They're going to be four,"
33,00:01:28.92,00:01:28.92,we'll be three. They can pick us off one by one.
34,00:01:31.12,00:01:31.12,>> PROBST: And Judd doubted his new alliance.
35,00:01:37.21,00:01:37.21,">> My biggest concern right now, of course, is Jamie and"
36,00:01:40.08,00:01:40.08,Stephenie not being as loyal as they say they are.
37,00:01:42.58,00:01:42.58,"So, when I go to Tribal Council, I don't know who I'm going to"
38,00:01:44.71,00:01:44.71,"choose. >> PROBST: But in the end, Judd"
39,00:01:47.96,00:01:47.96,turned his back on his former tribe mates and helped vote out
40,00:01:50.50,00:01:50.50,"Brooke. Brooke, the tribe has spoken."
41,00:01:55.08,00:01:55.08,14 are left. Who will be voted out tonight?
42,00:02:00.33,00:02:00.33,  Captioning sponsored by   CBS PARAMOUNT
43,00:02:02.25,00:02:02.25,  NETWORK TELEVISION (theme song playing)
44,00:02:39.62,00:02:39.62,"\xe2\x99\xaa \xe2\x99\xaa >> God, I'm, like, so friggin'"
45,00:03:11.92,00:03:11.92,"sick of Tribal Coun... Like, I don't ever even want to"
46,00:03:14.29,00:03:14.29,"go there ever again. >> At Tribal Council, Brooke got"
47,00:03:25.12,00:03:25.12,voted out. It was me who went the opposite
48,00:03:28.46,00:03:28.46,"of what my tribe went. You know, I'm feeling good about"
49,00:03:31.54,00:03:31.54,it. It's every man for himself out
50,00:03:34.54,00:03:34.54,"here. You know, you do have to"
51,00:03:37.04,00:03:37.04,"remember that it is a cutthroat game, so..."
52,00:03:41.17,00:03:41.17,">> And you're absolutely right, Judd."
53,00:03:42.88,00:03:42.88,">> So, I mean, you can't throw everybody on an island and play"
54,00:03:45.42,00:03:45.42,"this game. It's a tough game, man."
55,00:03:47.00,00:03:47.00,>> It absolutely is. >> We're all here to play a game
56,00:03:49.79,00:03:49.79,and we're all here to win a million dollars.
57,00:03:51.71,00:03:51.71,>> Right. >> And whichever way we do it
58,00:03:53.92,00:03:53.92,and how we do it is up to us. >> I'm just really sad at what
59,00:03:57.42,00:03:57.42,Judd has done. Judd flipped the very first day
60,00:04:01.25,00:04:01.25,"the new tribe came to be, and he didn't bother to look back."
61,00:04:05.25,00:04:05.25,He's a traitor. >> Now that is an inappropriate
62,00:04:12.67,00:04:12.67,"statement. >> I mean, because they're not"
63,00:04:14.92,00:04:14.92,in my shoes and they're not playing the game I'm playing.
64,00:04:17.04,00:04:17.04,"It's a tough game, man. As long as my wife and my"
65,00:04:19.62,00:04:19.62,"daughter and my family love me, that's all that matters to me,"
66,00:04:22.04,00:04:22.04,baby. The only thing that matters to
67,00:04:25.25,00:04:25.25,me. I want to see how it plays out.
68,00:04:27.46,00:04:27.46,I hope my alliance stays the way it is.
69,00:04:30.08,00:04:30.08,"Margaret, she's probably not too happy with it, but I really"
70,00:04:32.21,00:04:32.21,don't care whether she's happy or not.
71,00:04:34.33,00:04:34.33,"I can't wait until she goes, too."
72,00:05:04.29,00:05:04.29,">> This morning I'm sitting here thinking about, you know, how am"
73,00:05:08.21,00:05:08.21,I sitting in this game right now and what chances do I have at
74,00:05:11.21,00:05:11.21,this point? I think I've got a pretty good
75,00:05:13.29,00:05:13.29,"chance. The group I have over here, with"
76,00:05:15.29,00:05:15.29,"Yaxha, there's seven of us and four of us from the original"
77,00:05:18.04,00:05:18.04,"Nakum: Bobby Jon, Brandon, Danni and I."
78,00:05:22.04,00:05:22.04,I don't think it could have worked out better.
79,00:05:24.67,00:05:24.67,We came over here with the new Yaxha tribe.
80,00:05:26.92,00:05:26.92,We have the odds. Gary and Brian and Amy are
81,00:05:29.08,00:05:29.08,"amazing, but they've got to know they got a target on their back"
82,00:05:32.71,00:05:32.71,if we lose. So I'm liking my odds right now.
83,00:05:37.25,00:05:37.25,>> Aah! What is that? >> It's a beetle.
84,00:05:39.67,00:05:39.67,>> Get it out of here. Get it the ... out of here!
85,00:05:42.50,00:05:42.50,I don't want it near me. >> It's chasing you.
86,00:05:44.54,00:05:44.54,">> Whoa, it landed right on your shoulder."
87,00:05:46.25,00:05:46.25,">> Get it off, get it off! >> I'm just joking with you."
88,00:05:49.21,00:05:49.21,>> I didn't know beetles could fly.
89,00:05:53.17,00:05:53.17,>> They're magical beetles here. >> It sounded like a helicopter.
90,00:05:56.17,00:05:56.17,"I was like, what is that? >> Amy, she lived her whole life"
91,00:05:59.46,00:05:59.46,in the city. She said she's never been
92,00:06:01.08,00:06:01.08,camping or anything. I don't know. I'm from Kansas.
93,00:06:06.33,00:06:06.33,"The great state of Kansas. And I don't know, I'm used to"
94,00:06:10.12,00:06:10.12,"more farming type of people-- maybe the rednecks, the hicks,"
95,00:06:14.42,00:06:14.42,"you know, that kind of people. >> What do you farm?"
96,00:06:18.50,00:06:18.50,">> Wheat, milo, soybeans. >> So then, when you go and it's"
97,00:06:22.42,00:06:22.42,"done, you go and pull it out? With my new Yaxha tribe, a lot"
98,00:06:27.71,00:06:27.71,of people are constantly talking about farm stuff.
99,00:06:29.92,00:06:29.92,"I have no idea. Wheat, what do you do with it?"
100,00:06:32.38,00:06:32.38,>> Wheat? Wheat's used for bread...
101,00:06:34.42,00:06:34.42,">> No, I know what it's used for, but how do you..."
102,00:06:36.75,00:06:36.75,Tell me about the process. >> If you go out there and get a
103,00:06:40.25,00:06:40.25,planter and you put a bunch of seed in your planter...
104,00:06:42.17,00:06:42.17,">> I'm like from the city, so, when they talk about farming and"
105,00:06:46.00,00:06:46.00,"stuff, I definitely am the odd man out."
106,00:06:48.33,00:06:48.33,>> You got little plows in front of it and you got seed bins in
107,00:06:50.17,00:06:50.17,the back. >> We prefer John Deere.
108,00:06:55.42,00:06:55.42,>> John Deere. >> Most of these people I
109,00:06:58.04,00:06:58.04,probably wouldn't be friends with outside of the game.
110,00:07:00.75,00:07:00.75,"They come from different parts of the country, you know."
111,00:07:02.58,00:07:02.58,"I'm very New England, I'm very blue state, and they're very"
112,00:07:05.25,00:07:05.25,"Texas and, you know, they're from Tulsa, Oklahoma, or..."
113,00:07:09.33,00:07:09.33,it's just not my style. >> Wow.
114,00:07:17.88,00:07:17.88,"You know, they're good people, so I don't dislike them at all."
115,00:07:19.92,00:07:19.92,But they're just not the kind of people I'm used to hanging out
116,00:07:22.46,00:07:22.46,"with. >> Dear Heavenly Father, in"
117,00:07:25.04,00:07:25.04,"Jesus' name, Lord, we thank You for this day, thank You for"
118,00:07:27.92,00:07:27.92,"every day out here, Lord. >> Our tribe is a very religious"
119,00:07:30.88,00:07:30.88,tribe. We say grace before every meal.
120,00:07:32.96,00:07:32.96,We pray before every challenge. We thank Jesus for everything.
121,00:07:36.25,00:07:36.25,"You know, and I'm not a religious person at all."
122,00:07:39.00,00:07:39.00,"But I'm not going to object to it, that would be stupid."
123,00:07:42.12,00:07:42.12,"You'd be stupid to say, like, you know what, guys?"
124,00:07:44.17,00:07:44.17,"I don't want to thank Jesus for this meal, thanks."
125,00:07:46.12,00:07:46.12,Because then they'd vote me right out-- that's dumb.
126,00:07:48.17,00:07:48.17,"Even if I object to something, you have to grin and bear it."
127,00:07:51.17,00:07:51.17,That's the strategy out here. >> Amen.
128,00:07:53.08,00:07:53.08,>> Amen. >> Thank you.
129,00:08:00.25,00:08:00.25,">> PROBST: Yaxha, come on in. Nakum, come on in."
130,00:08:12.38,00:08:12.38,"Yaxha, getting your first look at the new Nakum tribe."
