,begin,end,subtitles_text
0,00:00:00.00,00:00:00.00,">> JEFF PROBST: 36 days ago, in"
1,00:00:06.25,00:00:06.25,"ultramodern Shanghai, 16Americans began the adventure of"
2,00:00:10.12,00:00:10.12,a lifetime.They were transported back in
3,00:00:14.75,00:00:14.75,time to a remote region on theshore of the Lake of a Thousand
4,00:00:18.17,00:00:18.17,Islands.They were divided into two
5,00:00:25.42,00:00:25.42,"tribes.Yellow tribe, your name is"
6,00:00:27.58,00:00:27.58,"Zhan Hu.Red tribe, your name is Fei"
7,00:00:30.17,00:00:30.17,Long.The Fei Long Tribe quickly
8,00:00:34.08,00:00:34.08,established themselves as hard-working and strategic.
9,00:00:38.96,00:00:38.96,>> We need a commander.>> I think I can do it.
10,00:00:41.00,00:00:41.00,">> PROBST: And on day one, animportant alliance was formed"
11,00:00:43.79,00:00:43.79,between Todd and Amanda.>> I will stick with you because
12,00:00:48.67,00:00:48.67,you know this game.>> You're my loyal alliance too.
13,00:00:50.54,00:00:50.54,>> Okay.>> PROBST: The Zhan Hu tribe was
14,00:00:53.29,00:00:53.29,"hopelessly disorganized, andwhen they weren't goofing off,"
15,00:00:56.12,00:00:56.12,they argued.>> Back up off me.
16,00:00:58.46,00:00:58.46,>> Would you please...>> Back up off me!
17,00:01:00.21,00:01:00.21,>> PROBST: Their lack ofcohesiveness seemed to affect
18,00:01:03.17,00:01:03.17,their performance in thechallenge.
19,00:01:05.62,00:01:05.62,Zhan Hu getting nowhere with thepuzzle.
20,00:01:08.29,00:01:08.29,Fei Long wins immunity!After losing the first immunity
21,00:01:11.75,00:01:11.75,"challenge, Zhan Hu sent Chickenhome."
22,00:01:15.08,00:01:15.08,">> Damn!>> PROBST: On day four, at the"
23,00:01:17.62,00:01:17.62,first reward challenge...Fei Long wins!
24,00:01:21.21,00:01:21.21,"...a new twist was revealed.Fei Long, because you defeated"
25,00:01:24.88,00:01:24.88,"Zhan Hu, you now get to kidnapone member of their tribe."
26,00:01:29.17,00:01:29.17,The kidnapped person was given aclue to the location of a hidden
27,00:01:31.96,00:01:31.96,"immunity idol.>> ""You must give this sealed"
28,00:01:35.25,00:01:35.25,clue to a member of the tribebefore you rejoin your own
29,00:01:37.00,00:01:37.00,"tribe."">> PROBST: Back at Fei Long,"
30,00:01:38.96,00:01:38.96,"Leslie got the first clue, andshe shared it with Todd."
31,00:01:42.04,00:01:42.04,>> I can't believe she told me.I'm in shock.
32,00:01:44.71,00:01:44.71,"I would never tell anybody.>> PROBST: At Zhan Hu, the"
33,00:01:47.04,00:01:47.04,problems continued.>> It looks like a natural
34,00:01:49.71,00:01:49.71,disaster hit our camp.>> PROBST: Zhan Hu falling
35,00:01:52.67,00:01:52.67,behind!Fei Long is through!
36,00:01:55.17,00:01:55.17,And they lost yet again.Fei Long wins immunity!
37,00:01:58.25,00:01:58.25,"So Ashley was sent home.By day nine, Leslie and Todd"
38,00:02:03.12,00:02:03.12,"still hadn't found the idol, andwhen Zhan Hu finally won an"
39,00:02:08.29,00:02:08.29,"immunity challenge, Fei Longmade their first visit to tribal"
40,00:02:13.33,00:02:13.33,council...Third person voted out of
41,00:02:15.33,00:02:15.33,Survivor: China......and Leslie was sent home.
42,00:02:18.21,00:02:18.21,Todd and James both launch andboth connect!
43,00:02:21.04,00:02:21.04,"At the next immunity challenge,Fei Long regained their"
44,00:02:23.50,00:02:23.50,dominance.Fei Long wins immunity!
45,00:02:27.62,00:02:27.62,"And Zhan Hu sent Dave home.On day 13, the game dramatically"
46,00:02:33.25,00:02:33.25,changed.>> Someone's coming in.
47,00:02:36.12,00:02:36.12,">> Oh, no, you guys.Something's going on."
48,00:02:39.12,00:02:39.12,>> PROBST: The tribes swappedtheir two best players.
49,00:02:41.67,00:02:41.67,">> Oh, the humanity.>> PROBST: James and Aaron went"
50,00:02:44.12,00:02:44.12,to Zhan Hu.Frosti and Sherea went to Fei
51,00:02:47.21,00:02:47.21,Long.Thinking of the future and a
52,00:02:50.79,00:02:50.79,"possible merge, the Zhan Huwomen came up with a plan to"
53,00:02:54.21,00:02:54.21,"weaken Fei Long.>> If we throw these next two,"
54,00:02:57.17,00:02:57.17,not only have we gotten rid ofthe two biggest threats for
55,00:02:59.12,00:02:59.12,"individual immunity, we will begoing into a merge with five"
56,00:03:02.04,00:03:02.04,original Zhan Hu.>> PROBST: Peih-Gee and Jaime
57,00:03:05.04,00:03:05.04,threw the immunity challenge...Fei Long wins immunity!
58,00:03:09.08,00:03:09.08,...and voted off Aaron.They planned to throw the next
59,00:03:11.75,00:03:11.75,challenge and vote off James.But Todd came up with a counter-
60,00:03:15.21,00:03:15.21,"plan.>> If we win reward today, we"
61,00:03:18.04,00:03:18.04,"are bringing over either Aaronor James, whoever is left,"
62,00:03:20.50,00:03:20.50,because they're going to give usa clue as to where that hidden
63,00:03:22.88,00:03:22.88,"immunity idol is.>> Bring him back, baby."
64,00:03:25.25,00:03:25.25,">> Come back, James.>> Come on, James."
65,00:03:26.75,00:03:26.75,Come on home.>> PROBST: Fei Long kidnapped
66,00:03:28.67,00:03:28.67,"James, and Todd got his clue tothe hidden immunity idol."
67,00:03:31.42,00:03:31.42,">> I know what to do, dude.>> PROBST: Todd found the idol"
68,00:03:34.21,00:03:34.21,and gave it to James so he couldsave himself at the next Zhan Hu
69,00:03:38.08,00:03:38.08,tribal council.>> James loses immunity.
70,00:03:41.71,00:03:41.71,"They vote for him, but he usesthe idol to get rid of Jaime."
71,00:03:45.71,00:03:45.71,">> PROBST: Having rejoined theZhan Hu Tribe, James was ready"
72,00:03:48.62,00:03:48.62,to throw the food-eatingimmunity challenge.
73,00:03:51.25,00:03:51.25,>> Bite it!>> PROBST: But when he went up
74,00:03:54.08,00:03:54.08,against Denise....>> I can't swallow it.
75,00:03:56.96,00:03:56.96,>> PROBST: ...she unexpectedlygave up.
76,00:03:58.75,00:03:58.75,Zhan Hu wins immunity.>> Perfect plan smashed.
77,00:04:03.04,00:04:03.04,">> PROBST: In only their secondtrip to tribal council, Fei Long"
78,00:04:06.29,00:04:06.29,voted out the former Zhan Humember Sherea.
79,00:04:09.62,00:04:09.62,"The tribe has spoken.At Zhan Hu, James found the"
80,00:04:14.29,00:04:14.29,"second hidden immunity idol,making him virtually invincible."
81,00:04:18.42,00:04:18.42,>> That's funny.I'm on Survivor with two idols.
82,00:04:22.88,00:04:22.88,>> PROBST: On day 20...Drop your buffs.
83,00:04:25.58,00:04:25.58,"You are merged.>> Oh, my God!"
84,00:04:28.46,00:04:28.46,">> PROBST: ...with a 6-4advantage, the former members of"
85,00:04:31.75,00:04:31.75,Fei Long made a pact to vote outthe former Zhan Hu.
86,00:04:35.21,00:04:35.21,>> We have every vote from hereon out.
87,00:04:37.08,00:04:37.08,>> I know.>> We just have to keep loyal.
88,00:04:39.38,00:04:39.38,We can't let Jaime and Peih-Geeand Erik break us up.
89,00:04:42.88,00:04:42.88,>> I don't want any dissensionamongst us until we get to the
90,00:04:45.42,00:04:45.42,"final six, until all of them aregone."
91,00:04:49.25,00:04:49.25,>> PROBST: The first targetafter the merge was Jaime.
92,00:04:51.96,00:04:51.96,The tribe has spoken.The former Fei Long seemed
93,00:04:54.62,00:04:54.62,intact.Jean-Robert then decided to go
94,00:04:59.92,00:04:59.92,"against the plan and tried tooust one of his own, his former"
95,00:05:04.58,00:05:04.58,ally James.>> We could blindside him
96,00:05:07.71,00:05:07.71,"tonight, because he will notpull out the idol tonight."
97,00:05:10.17,00:05:10.17,">> I know, I know.>> PROBST: But instead, Todd"
98,00:05:12.08,00:05:12.08,convinced the alliance to sendJean-Robert home.
99,00:05:15.04,00:05:15.04,">> PROBST: Jean-Robert, thetribe has spoken."
100,00:05:18.29,00:05:18.29,"Frosti went next.And with seven remaining, the"
101,00:05:21.08,00:05:21.08,Fei Long alliance of five seemedimpenetrable.
102,00:05:25.58,00:05:25.58,Then Amanda tried to take overthe game.
103,00:05:28.12,00:05:28.12,>> If we get rid of Jamestonight...
104,00:05:29.92,00:05:29.92,"Let's just get this over with,because I'm tired of not being"
105,00:05:32.08,00:05:32.08,in control.I like control.
106,00:05:34.00,00:05:34.00,>> PROBST: And she easilyconvinced everyone else to get
107,00:05:36.21,00:05:36.21,on board.>> I will do what everybody
108,00:05:38.25,00:05:38.25,feels the most comfortabledoing.
109,00:05:41.04,00:05:41.04,>> PROBST: Confident in hisalliance...
110,00:05:42.75,00:05:42.75,"If anyone has a hidden immunityidol, now would be the time to"
111,00:05:45.08,00:05:45.08,play it....James chose not to play one
112,00:05:47.12,00:05:47.12,of his idols.James.
113,00:05:49.75,00:05:49.75,And he was voted out by thepeople he trusted.
114,00:05:52.25,00:05:52.25,"The tribe has spoken.To Peih-Gee and Erik's surprise,"
115,00:05:56.33,00:05:56.33,they were still in the game.>> If I can get one or maybe
116,00:05:59.92,00:05:59.92,"even two more people, we couldpossibly cause a tie at tribal"
