,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00," >> PROBST: 24 days ago, 16"
2,00:00:05.03,00:00:05.03,castaways were marooned in the middle of one of the most remote
3,00:00:08.80,00:00:08.80,"places on Earth, the Marquesas, part of Tahiti's mystical"
4,00:00:12.57,00:00:12.57,islands. The eight remaining members of
5,00:00:14.67,00:00:14.67,"the Soliantu tribe have now made it past the halfway point, each"
6,00:00:17.83,00:00:17.83,one now has a one in eight chance of winning a million
7,00:00:20.47,00:00:20.47,"dollars. Tonight, in a special edition of"
8,00:00:24.03,00:00:24.03,"highlights and never-before-seen footage, we'll take a closer"
9,00:00:28.57,00:00:28.57,look at their adventure thus far.
10,00:00:31.83,00:00:31.83,">> This was my luxury item. It was a voodoo doll, so we're"
11,00:00:34.70,00:00:34.70,going to put the other team's name on it and start jabbing the
12,00:00:37.80,00:00:37.80,hell out of it. >> (singing in Spanish)
13,00:00:42.43,00:00:42.43,">> These three new members brought, I guess, a sense humor"
14,00:00:45.77,00:00:45.77,"that I don't think we had before, and it was fun."
15,00:00:48.63,00:00:48.63,">> We wanted a word that we can shout out when we win, and"
16,00:00:52.37,00:00:52.37,sounds good. >> Today is the last day we will
17,00:00:58.50,00:00:58.50,ever get a fair chance. >> If we make a pact that we're
18,00:01:01.80,00:01:01.80,"going to go in firestorm... Obviously, when Paschal and"
19,00:01:04.43,00:01:04.43,"Neleh started to see what I've been talking about all along,"
20,00:01:07.27,00:01:07.27,so now the new agreement we have is that we're going to vote John
21,00:01:10.67,00:01:10.67,out tonight. >> PROBST: Day 1 found 16
22,00:02:24.47,00:02:24.47,strangers marooned thousands of miles from the nearest
23,00:02:28.17,00:02:28.17,"continent. As two separate tribes, Maraamu"
24,00:02:30.93,00:02:30.93,"and Rotu, they found themselves paddling the rough waters of the"
25,00:02:35.10,00:02:35.10,"South Pacific, looking for their camps."
26,00:02:37.63,00:02:37.63,"But for some, the journey was nothing like they expected."
27,00:02:48.03,00:02:48.03,">> If we see the flag, then we'll just go right."
28,00:02:50.43,00:02:50.43,>> We got to go around that little jutty thing there.
29,00:02:53.10,00:02:53.10,>> When we first jumped off the boat there was definitely a lot
30,00:02:55.67,00:02:55.67,of excitement going through everybody's head.
31,00:02:57.53,00:02:57.53,"In the beginning it's all fun, and then you're paddling for"
32,00:03:01.87,00:03:01.87,"about ten, 15 minutes, and reality sets in."
33,00:03:04.40,00:03:04.40,It hits you that there's nobody here to help you.
34,00:03:07.93,00:03:07.93,The fact of the matter is you really have to get there.
35,00:03:11.03,00:03:11.03,>> Which way we going? Left? >> Yeah.
36,00:03:12.63,00:03:12.63,>> It looks like a beach in there.
37,00:03:14.10,00:03:14.10,">> Rocky beach, though. Rocky beach."
38,00:03:16.93,00:03:16.93,Take it out. Look at it.
39,00:03:18.00,00:03:18.00,It's a rocky beach. >> It looked like according to
40,00:03:20.33,00:03:20.33,"the map it would take us maybe 15, 20 minutes, if we were"
41,00:03:22.97,00:03:22.97,lucky. But then once we saw the points
42,00:03:24.80,00:03:24.80,"of where we were actually going ahead of us, that was an insane"
43,00:03:27.90,00:03:27.90,distance. It was very scary.
44,00:03:29.57,00:03:29.57,>> PROBST: The Maraamu tribe's arrival was nothing short of
45,00:03:33.50,00:03:33.50,majestic. >> Sarah's arrival was almost
