,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> JEFF PROBST: Previously
2,00:00:04.38,00:00:04.38,on Survivor... James found the second hidden
3,00:00:07.33,00:00:07.33,immunity idol at Zhan Hu. >> I have it now.
4,00:00:10.08,00:00:10.08,I have it in my possession. I'm on Survivor with two idols.
5,00:00:16.96,00:00:16.96,">> JEFF: Erik found the plaque James discarded, and Jaime"
6,00:00:19.54,00:00:19.54,suspected it might be an immunity idol.
7,00:00:21.67,00:00:21.67,">> If I play the hidden immunity idol tonight, it's probably"
8,00:00:23.79,00:00:23.79,"going to shock everyone. I'm not as dumb as I look, and"
9,00:00:26.04,00:00:26.04,"maybe they're figuring it out. >> JEFF: The next day, the two"
10,00:00:28.96,00:00:28.96,tribes merged... Drop your buffs.
11,00:00:32.04,00:00:32.04,You are merged. ...and enjoyed a celebration
12,00:00:34.71,00:00:34.71,"feast. >> Sweet and sour pork, you"
13,00:00:37.83,00:00:37.83,guys. >> Beef.
14,00:00:39.75,00:00:39.75,>> Beef. >> Whoa!
15,00:00:42.17,00:00:42.17,Easy! >> Jeff's here!
16,00:00:45.79,00:00:45.79,>> JEFF: What up? In an unexpected challenge...
17,00:00:48.38,00:00:48.38,You will be tested on your recollection of events that
18,00:00:51.08,00:00:51.08,happened during the feast and the celebration.
19,00:00:54.25,00:00:54.25,Frosti was the first to win individual immunity.
20,00:00:58.25,00:00:58.25,The former Zhan Hu were outnumbered by the former Fei
21,00:01:00.92,00:01:00.92,Long. >> Now all we have to do is put
22,00:01:03.08,00:01:03.08,the nails in the coffin and bury them.
23,00:01:06.04,00:01:06.04,">> JEFF: Convinced they had a hidden idol, Jaime and Erik"
24,00:01:08.21,00:01:08.21,planned to use it to get rid of Jean-Robert.
25,00:01:18.62,00:01:18.62,">> JEFF: At tribal council, I-/////!ll read the votes."
26,00:01:21.08,00:01:21.08,Jaime played the idol while a shocked Jean-Robert looked on.
27,00:01:25.17,00:01:25.17,"The rules of Survivor state if the immunity idol is played, any"
28,00:01:30.88,00:01:30.88,"votes cast against that person will not count, and the person"
29,00:01:34.46,00:01:34.46,with the next highest number of votes will be sent home.
30,00:01:37.92,00:01:37.92,"This, however, is not a hidden immunity idol."
31,00:01:41.42,00:01:41.42,">> Oh, my gosh! >> JEFF: Jaime, Erik, and Peih-"
32,00:01:44.04,00:01:44.04,Gee voted for Jean-Robert. But the former members of Fei
33,00:01:47.62,00:01:47.62,"Long stuck together, and Jaime became the first member of the"
34,00:01:50.96,00:01:50.96,jury. Nine are left.
35,00:01:53.71,00:01:53.71,Who will be voted out tonight? >> I know.
36,00:02:09.33,00:02:09.33,"I was, like, terrified. I was like, ""Oh, my gosh."""
37,00:02:11.12,00:02:11.12,">> I mean, I knew 100% I'm going home."
38,00:02:12.88,00:02:12.88,"At tribal council, I had a close call."
39,00:02:16.04,00:02:16.04,Jaime pulled this little plaque out of her bag.
40,00:02:18.50,00:02:18.50,"I mean, I was like, ""Is this really happening?"
41,00:02:21.75,00:02:21.75,Could this possibly be that she found an individual immunity
42,00:02:25.25,00:02:25.25,"idol somewhere in our camp?"" >> Before you get in bed, Erik"
43,00:02:29.21,00:02:29.21,"has to go back there. >> Well, just move over!"
44,00:02:32.21,00:02:32.21,Move over. What the hell?
45,00:02:37.96,00:02:37.96,"Well, goodness gracious, sakes alive."
46,00:02:42.04,00:02:42.04,">> You wouldn't want to move. So shut up, James."
47,00:02:53.12,00:02:53.12,( laughter ) >> Jean Robert don't know that I
48,00:02:56.58,00:02:56.58,"have both immunity idols. We can't tell him that, because"
