,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> JEFF PROBST: Previously on
2,00:00:04.12,00:00:04.12,Survivor... >> It pissed everyone in this
3,00:00:06.08,00:00:06.08,game off. >> PROBST: Jonathan felt the
4,00:00:07.79,00:00:07.79,backlash of betraying his former Raro tribe and joining the Aitu
5,00:00:11.21,00:00:11.21,four. >> It's vile to me.
6,00:00:14.17,00:00:14.17,"I think that he's a filthy, miserable rat."
7,00:00:16.21,00:00:16.21,>> PROBST: At the reward auction...
8,00:00:18.79,00:00:18.79,Sold to Jonathan. ...Jonathan's behavior...
9,00:00:21.83,00:00:21.83,">> And no sharing, right? >> PROBST: ...fueled resentment."
10,00:00:23.92,00:00:23.92,( burps ) And Yul revealed a powerful
11,00:00:25.42,00:00:25.42,secret. >> I have it.
12,00:00:27.04,00:00:27.04,>> PROBST: The immunity idol. >> It's a compass on the
13,00:00:29.17,00:00:29.17,necklace. >> PROBST: Back at camp...
14,00:00:31.21,00:00:31.21,"( burps ) >> Oh, I definitely smell that"
15,00:00:33.12,00:00:33.12,pepperoni. >> PROBST: ...Jonathan's
16,00:00:34.71,00:00:34.71,"character was questioned, even by his new allies."
17,00:00:37.54,00:00:37.54,>> He's obnoxious. >> Jonathan was a little too
18,00:00:40.38,00:00:40.38,"arrogant, and it just shows a little bit maybe of what his"
19,00:00:43.00,00:00:43.00,true character is like. >> PROBST: At the immunity
20,00:00:45.33,00:00:45.33,challenge... Adam is the first to start
21,00:00:47.29,00:00:47.29,"untying. ...Adam, Jonathan, and Parvati"
22,00:00:49.79,00:00:49.79,fought for survival. Adam has the key-- he's moving
23,00:00:52.21,00:00:52.21,on! But it was Adam who came out on
24,00:00:54.25,00:00:54.25,top. Adam wins immunity!
25,00:00:58.25,00:00:58.25,"Adam, safe from the vote tonight."
26,00:01:00.42,00:01:00.42,Back at camp... >> Are they eating?
27,00:01:02.75,00:01:02.75,>> Yeah. >> PROBST: Jonathan and Candice
28,00:01:04.38,00:01:04.38,had it out. >> Since when do you guys not
29,00:01:06.50,00:01:06.50,share? >> Didn't you call me a
30,00:01:08.88,00:01:08.88,"disgusting rat? >> Well, Jonathan, you're a rat"
31,00:01:10.96,00:01:10.96,because you betrayed everybody in this game.
32,00:01:14.04,00:01:14.04,>> Jonathan is just a slimeball and needs to be voted off.
33,00:01:17.21,00:01:17.21,">> PROBST: Knowing they were outnumbered, Adam, Parvati, and"
34,00:01:19.46,00:01:19.46,Candice put pressure on Yul to dump Jonathan from the Aitu
35,00:01:21.62,00:01:21.62,"alliance. >> Candice, Parvati, and Adam"
36,00:01:28.67,00:01:28.67,"threatened me, pointing out the fact that they would be on the"
37,00:01:30.58,00:01:30.58,jury and if I didn't vote off Jonathan they would hold me
38,00:01:33.25,00:01:33.25,"responsible, and I'm honestly concerned about it."
39,00:01:36.67,00:01:36.67,>> PROBST: At tribal council... >> What am I?
40,00:01:38.46,00:01:38.46,>> PROBST: ...things heated up. >> You're a rat.
41,00:01:40.17,00:01:40.17,">> That's a fact, that I'm a rat?"
42,00:01:42.04,00:01:42.04,That's enough out of you. >> There's absolutely no reason
43,00:01:44.00,00:01:44.00,"for you to be around now, though."
44,00:01:45.08,00:01:45.08,">> Says you, Jack. >> PROBST: But in the end, Yul"
45,00:01:47.25,00:01:47.25,stuck by Jonathan. 13th person voted out and the
46,00:01:50.25,00:01:50.25,fifth member of our jury. Candice was voted out and gave
47,00:01:53.38,00:01:53.38,"Adam one final good-bye. Candice, the tribe has spoken."
48,00:02:03.29,00:02:03.29,Seven are left. Who will be voted out tonight?
49,00:02:22.25,00:02:22.25,>> I expected no less. So it was all fine.
50,00:02:26.67,00:02:26.67,"Wow, what didn't happen at tribal tonight?"
51,00:02:29.21,00:02:29.21,It got pretty crazy there. I was called all kinds of names.
52,00:02:33.42,00:02:33.42,"""Rat"" and ""cancer"" were the two that I remember the most."
53,00:02:44.62,00:02:44.62,"Adam and Parvati are angry that I flopped, and I'm absolutely"
54,00:02:48.29,00:02:48.29,convinced I made the right decision.
55,00:02:51.46,00:02:51.46,"Everybody needs a bad guy, so I become the bad guy, and"
56,00:02:53.75,00:02:53.75,"everybody else is good, nobody else has lied, nobody else has"
57,00:02:57.04,00:02:57.04,manipulated things. Everybody knows that's not true.
58,00:03:00.17,00:03:00.17,>> I'm tired. >> I'm really tired.
59,00:03:02.29,00:03:02.29,>> It was pretty exhausting. I'm going to try to keep my chin
60,00:03:05.17,00:03:05.17,up and just keep punching. I don't know how far I'm going
61,00:03:07.50,00:03:07.50,"to get, but I know that I'm not going to let a couple of kids"
62,00:03:10.33,00:03:10.33,like that ruin everything I've been working towards.
63,00:03:15.00,00:03:15.00, Captioning sponsored by  CBS PARAMOUNT NETWORK
64,00:03:16.25,00:03:16.25, TELEVISION ( theme song playing )
65,00:04:45.00,00:04:45.00,>> Out fishing. ( laughter )
66,00:04:57.25,00:04:57.25,">> Ah! Oh, my god."
67,00:05:00.54,00:05:00.54,Oh! What do I do?
68,00:05:03.54,00:05:03.54,>> That is a deep cut. That is a really deep cut.
69,00:05:05.08,00:05:05.08,>> Pressure. >> Where is your buff?
70,00:05:08.33,00:05:08.33,We have to have somebody look at it because that looks too deep.
71,00:05:11.12,00:05:11.12,>> I feel like my finger is about to fall off.
72,00:05:16.33,00:05:16.33,">> There's a slice through the nail, pretty close to the middle"
73,00:05:19.54,00:05:19.54,"of the nail, so we tried to stay as calm as possible to keep her"
74,00:05:22.17,00:05:22.17,calm. ...trying to open up a coconut.
75,00:05:32.29,00:05:32.29,>> Yeah. >> I think that Parvati needs
76,00:05:34.71,00:05:34.71,"medical attention. >> It's like, literally, you can"
