,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> JEFF PROBST: Previously on
2,00:00:02.17,00:00:02.17,Survivor... Tenth person voted out and the
3,00:00:04.25,00:00:04.25,"fourth member of our jury, James."
4,00:00:06.54,00:00:06.54,"...after the tribe successfully blindsided James, Peih-Gee"
5,00:00:09.92,00:00:09.92,realized that she might have a shot at winning it all.
6,00:00:12.92,00:00:12.92,">> There must be a crack in old tribal lines somewhere, because"
7,00:00:16.17,00:00:16.17,Erik and I are still around. >> PROBST: At the reward
8,00:00:19.21,00:00:19.21,challenge... >> What?
9,00:00:21.96,00:00:21.96,>> PROBST: ...a visit from family brought the tribe to
10,00:00:23.79,00:00:23.79,tears. >> I love you.
11,00:00:26.25,00:00:26.25,>> Can I have your socks? >> PROBST: Paired up for the
12,00:00:30.04,00:00:30.04,"challenge... Survivors and loved ones, ready?"
13,00:00:33.00,00:00:33.00,Go! ...Denise and her husband found
14,00:00:35.42,00:00:35.42,their way to victory. Denise and Robert win reward!
15,00:00:38.62,00:00:38.62,>> Whoo! >> PROBST: And Denise chose two
16,00:00:40.79,00:00:40.79,former Fei Long members to join her on the reward...
17,00:00:43.75,00:00:43.75,>> Thank you! >> PROBST: ...leaving Peih-Gee
18,00:00:45.54,00:00:45.54,feeling betrayed. >> I wonder why Denise picked
19,00:00:47.79,00:00:47.79,Amanda. I'm kind of pissed that she
20,00:00:49.17,00:00:49.17,"didn't pick me, because I took her on a phat reward."
21,00:00:51.96,00:00:51.96,">> PROBST: During the reward, Denise felt that she"
22,00:00:53.92,00:00:53.92,strengthened her bond with Todd and Amanda.
23,00:00:56.50,00:00:56.50,>> I hope that Amanda and Todd stay with me and we go to the
24,00:00:59.33,00:00:59.33,final three. >> PROBST: At the immunity
25,00:01:01.46,00:01:01.46,challenge... Go!
26,00:01:02.96,00:01:02.96,...Peih-Gee dug out a come-from- behind victory.
27,00:01:05.54,00:01:05.54,Peih-Gee wins immunity! ...establishing herself as a
28,00:01:08.83,00:01:08.83,force to be reckoned with. Guaranteed a spot in the final
29,00:01:11.25,00:01:11.25,"five. With Peih-Gee safe, Erik was on"
30,00:01:14.08,00:01:14.08,"the chopping block, but Erik and Peih-Gee came up with a plan to"
31,00:01:17.25,00:01:17.25,turn the game around. >> I'm voting for Todd.
32,00:01:20.04,00:01:20.04,"It might be a long shot, but... >> I'll talk to Denise."
