,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> JEFF PROBST: Previously on
2,00:00:02.03,00:00:02.03,Survivor: In a special Outcast Tribal
3,00:00:04.93,00:00:04.93,"Council, Burton and Lill were voted back into the game."
4,00:00:09.37,00:00:09.37,Grab your torches. Get fire.
5,00:00:11.27,00:00:11.27,(thunderclap) Burton returned to the Drake
6,00:00:13.57,00:00:13.57,"Tribe. >> Welcome back, Burton."
7,00:00:15.17,00:00:15.17,>> Welcome back. >> We definitely traded up.
8,00:00:19.53,00:00:19.53,">> PROBST: Lill returned to  Morgan, still feeling"
9,00:00:22.27,00:00:22.27,vulnerable. >> I just didn't feel like
10,00:00:24.63,00:00:24.63,part of a group. I just didn't fit in.
11,00:00:28.67,00:00:28.67,>> I don't think she trusts me at all because I was partially
12,00:00:31.13,00:00:31.13,responsible for voting her out. >> PROBST: When the tribes
13,00:00:33.93,00:00:33.93,"arrived for the challenge, they were surprised once again."
14,00:00:36.40,00:00:36.40,"Drop your buffs. >> Oh, my God!"
15,00:00:38.10,00:00:38.10,>> PROBST: This time with the merge-- Drake is no more.
16,00:00:40.23,00:00:40.23,Morgan is no more. You are one tribe.
17,00:00:42.80,00:00:42.80,Survivors ready? Go!
18,00:00:44.70,00:00:44.70,The first individual immunity challenge was a close race
19,00:00:48.90,00:00:48.90,"between Rupert and Burton, but in the end..."
20,00:00:51.37,00:00:51.37,Burton wins immunity! (chuckling)
21,00:00:54.17,00:00:54.17,The new Balboa Tribe enjoyed a feast.
22,00:00:56.30,00:00:56.30,>> To Balboa! >> Balboa!
23,00:00:57.90,00:00:57.90,>> PROBST: But the camaraderie didn't last.
24,00:00:59.93,00:00:59.93,>> We need to figure out who goes first.
25,00:01:01.87,00:01:01.87,I can't stand Little Jon. He's arrogant.
26,00:01:03.83,00:01:03.83,"He's out for himself, and we would love to see him go."
27,00:01:06.07,00:01:06.07,>> PROBST: And Lill considered an offer from the former Drakes.
28,00:01:12.77,00:01:12.77,>> They're all offering friendship.
