,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00," >> JEFF PROBST: 36 days ago, 16"
2,00:00:09.47,00:00:09.47,Americans began the adventure of
3,00:00:11.50,00:00:11.50,a lifetime.
4,00:00:12.17,00:00:12.17,"Abandoned in the Marquesas,"
5,00:00:13.83,00:00:13.83,thousands of miles from the
6,00:00:15.53,00:00:15.53,"nearest continent, they quickly"
7,00:00:17.47,00:00:17.47,formed first impressions.
8,00:00:19.00,00:00:19.00,>> Sarah's arrival was almost
9,00:00:20.80,00:00:20.80,"like Cleopatra, it was like the"
10,00:00:22.73,00:00:22.73,servants are paddling and
11,00:00:24.30,00:00:24.30,lifting and she's sitting on the
12,00:00:26.30,00:00:26.30,crate looking so marvelous with
13,00:00:28.23,00:00:28.23,her boobs hanging out.
14,00:00:29.67,00:00:29.67,">> PROBST: Their goal, to work"
15,00:00:31.70,00:00:31.70,together to build a new society
16,00:00:33.70,00:00:33.70,while competing against one
17,00:00:35.47,00:00:35.47,another for the title of sole
18,00:00:37.37,00:00:37.37,Survivor and $1 million.
19,00:00:38.97,00:00:38.97,"Without fire, water, or food,"
20,00:00:40.67,00:00:40.67,they utilize the resources of
21,00:00:42.37,00:00:42.37,the land and their own survival
22,00:00:44.20,00:00:44.20,skills.
23,00:00:45.10,00:00:45.10,(rooster crowing)
24,00:00:47.47,00:00:47.47,>> Did you hear that?
25,00:00:48.80,00:00:48.80,Listen.
26,00:00:49.57,00:00:49.57,Can you hear that gobbling?
27,00:00:50.47,00:00:50.47,Don't move.
28,00:00:51.57,00:00:51.57,"It's a chicken, I swear to"
29,00:00:53.40,00:00:53.40,God.
30,00:00:54.23,00:00:54.23,"They can't fly, can they?"
31,00:00:56.27,00:00:56.27,>> This guy's moving.
32,00:00:57.77,00:00:57.77,"Here's our lunch, guys, how does"
33,00:01:00.13,00:01:00.13,it look?
34,00:01:01.30,00:01:01.30,">> Well, that was slimy."
35,00:01:02.50,00:01:02.50,>> PROBST: While some
36,00:01:03.57,00:01:03.57,relationships were quick to
37,00:01:04.93,00:01:04.93,form...
38,00:01:05.30,00:01:05.30,>> I'm already in love with
39,00:01:06.33,00:01:06.33,Hunter.
40,00:01:07.00,00:01:07.00,>> We fill this thing up and let
41,00:01:08.63,00:01:08.63,it cook in the sun all day
42,00:01:09.97,00:01:09.97,tomorrow...
43,00:01:10.53,00:01:10.53,>> There you go.
44,00:01:11.10,00:01:11.10,>> ...we've got a hot tub.
45,00:01:12.33,00:01:12.33,>> That's an idea.
46,00:01:13.20,00:01:13.20,>> I'm definitely attracted to
47,00:01:14.63,00:01:14.63,"Rob, and him the same."
48,00:01:15.67,00:01:15.67,He's told me the same.
49,00:01:16.73,00:01:16.73,>> PROBST: ...others were quick
50,00:01:18.03,00:01:18.03,to battle.
51,00:01:18.43,00:01:18.43,">> I know, everything needs to"
52,00:01:19.70,00:01:19.70,go back where you find it.
53,00:01:20.80,00:01:20.80,>> Go back. I'm tired of...
54,00:01:21.93,00:01:21.93,"where's the knife, then?"
55,00:01:22.93,00:01:22.93,>> I knew immediately that you
56,00:01:24.20,00:01:24.20,guys were talking... saying I
57,00:01:25.40,00:01:25.40,wasn't working.
58,00:01:26.03,00:01:26.03,">> Please, don't be sensitive"
59,00:01:27.27,00:01:27.27,about this...
60,00:01:27.80,00:01:27.80,">> Apparently, I have to be."
61,00:01:29.00,00:01:29.00,>> PROBST: And everybody had to
62,00:01:30.60,00:01:30.60,deal with the realities of a
63,00:01:32.07,00:01:32.07,harsh tropical landscape.
64,00:01:36.13,00:01:36.13,>> I landed right on top of a
65,00:01:37.67,00:01:37.67,sea urchin.
66,00:01:38.97,00:01:38.97,I need somebody who can pee
67,00:01:40.47,00:01:40.47,on my hand.
68,00:01:41.23,00:01:41.23,That's supposed to be what
69,00:01:42.67,00:01:42.67,you're supposed to do for that
70,00:01:44.30,00:01:44.30,kind of venomous sting from a
71,00:01:45.90,00:01:45.90,"sea urchin, is to urinate on it."
72,00:01:47.67,00:01:47.67,>> PROBST: Go!
73,00:01:48.43,00:01:48.43,They were divided into two
74,00:01:49.87,00:01:49.87,"tribes, Maraamu and Rotu."
75,00:01:51.27,00:01:51.27,They competed against one
76,00:01:52.63,00:01:52.63,"another in challenges, but from"
77,00:01:54.37,00:01:54.37,"the outset, Rotu easily defeated"
78,00:01:56.13,00:01:56.13,Maraamu.
79,00:01:56.83,00:01:56.83,"Rotu, immunity. Who wants it?"
80,00:01:59.50,00:01:59.50,Again...
81,00:02:00.30,00:02:00.30,"Rotu, immunity!"
82,00:02:01.67,00:02:01.67,...and again.
83,00:02:02.60,00:02:02.60,Rotu!
84,00:02:03.07,00:02:03.07,(cheering)
85,00:02:04.10,00:02:04.10,Maraamu was forced to vote out
86,00:02:05.93,00:02:05.93,three members in a row.
87,00:02:07.60,00:02:07.60,"Hunter, one of the tribe's"
88,00:02:09.50,00:02:09.50,"strongest members, had harsh"
89,00:02:11.53,00:02:11.53,words for his former tribe.
90,00:02:12.93,00:02:12.93,>> I was camping with a bunch of
91,00:02:14.63,00:02:14.63,"knuckle heads though, and I'll"
92,00:02:16.20,00:02:16.20,tell you that to your face when
93,00:02:17.83,00:02:17.83,I see you again.
94,00:02:18.70,00:02:18.70,">> PROBST: With Hunter gone,"
95,00:02:20.23,00:02:20.23,Rob became Maraamu's self-
96,00:02:21.60,00:02:21.60,appointed leader.
97,00:02:22.50,00:02:22.50,>> Fear keeps people loyal.
98,00:02:23.93,00:02:23.93,That's straight out of The
99,00:02:25.30,00:02:25.30," Godfather, it's true."
100,00:02:26.47,00:02:26.47,>> PROBST: But a reshuffling of
