,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> JEFF PROBST: Previously
2,00:00:02.88,00:00:02.88,on Survivor: Gary tried to lure Lydia away from the Alliance of
3,00:00:05.67,00:00:05.67,Five. >> But Judd was listening in.
4,00:00:11.04,00:00:11.04,">> I hear Gary working all over Lydia, man."
5,00:00:14.29,00:00:14.29,Her eyes are bulging out of her head.
6,00:00:16.38,00:00:16.38,"""Yeah, Gary."" >> I have to cover my own ass,"
7,00:00:22.83,00:00:22.83,"so if somebody approach me with a better deal, I'm going with"
8,00:00:25.17,00:00:25.17,it. >> JEFF: At the reward
9,00:00:27.38,00:00:27.38,"challenge, the shift in loyalty was exposed when Lydia helped"
10,00:00:30.08,00:00:30.08,remove Stephenie from the game. Steph not happy at all with
11,00:00:33.33,00:00:33.33,"that, Lydia. >> I haven't eaten."
12,00:00:35.12,00:00:35.12,Steph ate three times. >> So did Gary.
13,00:00:37.62,00:00:37.62,So did Danni. >> JEFF: And Cindy smashed her
14,00:00:40.04,00:00:40.04,way to victory. >> Cindy!
15,00:00:42.54,00:00:42.54,>> JEFF: Cindy chose Rafe to join her on the hot springs
16,00:00:45.62,00:00:45.62,"waterfall reward. >> You know, Cindy and I are"
17,00:00:47.83,00:00:47.83,kind of in this together for better or for worse.
18,00:00:50.29,00:00:50.29,"This was, like, the best day. >> JEFF: Back at camp, with"
19,00:00:54.29,00:00:54.29,"Lydia on board, Gary and Danni concocted a plan to approach"
20,00:00:57.50,00:00:57.50,Rafe to join them in an alliance.
21,00:01:04.04,00:01:04.04,>> JEFF: But Danni was strategically keeping her
22,00:01:06.21,00:01:06.21,options open. >> I've got to look at who is in
23,00:01:08.12,00:01:08.12,control of the game and play up to it 'cause I'm not going to
24,00:01:11.88,00:01:11.88,go home. >> JEFF: At the immunity
25,00:01:14.38,00:01:14.38,"challenge, Gary and Rafe were neck and neck, but it was Rafe"
26,00:01:16.71,00:01:16.71,"who won immunity. Once again, Rafe wins immunity!"
27,00:01:23.08,00:01:23.08,"Before Tribal Council, Gary had the opportunity to make his move"
28,00:01:25.83,00:01:25.83,with Rafe. >> Rafe told me that he didn't
29,00:01:36.75,00:01:36.75,"trust Judd, so at some point, they're going to turn on each"
30,00:01:39.58,00:01:39.58,"other. >> At Tribal Council, Gary"
31,00:01:43.88,00:01:43.88,exposed Judd's lie about the hidden idol.
32,00:01:47.08,00:01:47.08,">> He goes, ""Okay, I'll tell you."
33,00:01:48.12,00:01:48.12,"It's on the ground."" Well, I followed them out in"
34,00:01:49.88,00:01:49.88,"the woods the next day, and the idol was in the tree."
35,00:01:53.00,00:01:53.00,>> JEFF: You got caught. You got outed tonight for lying.
36,00:01:55.88,00:01:55.88,">> Okay, all right. I lied about the damn idol."
37,00:01:57.88,00:01:57.88,">> JEFF: But despite Gary's efforts, his tribe considered"
38,00:02:00.21,00:02:00.21,"him too much of a threat. Rafe stuck with his alliance,"
39,00:02:04.00,00:02:04.00,and even Danni and Lydia helped vote Gary out.
40,00:02:07.75,00:02:07.75,Six are left. Who will be voted out tonight?
41,00:02:17.46,00:02:17.46,(theme song playing) \xe2\x99\xaa \xe2\x99\xaa
42,00:03:35.12,00:03:35.12,">> Well, last night at Tribal Council, Gary got voted out,"
43,00:03:37.75,00:03:37.75,"and, uh, now that there's six of us left, I'm next on the totem"
44,00:03:41.25,00:03:41.25,"pole, you know? About ready to have my head"
45,00:03:43.92,00:03:43.92,chopped off. >> I was awake.
46,00:03:47.62,00:03:47.62,"I was not delirious or anything, dreaming."
47,00:03:50.62,00:03:50.62,I smelled sausage and eggs. I really did.
48,00:03:54.00,00:03:54.00,">> Well, if you smelled bacon and eggs or sausage and eggs,"
49,00:03:56.08,00:03:56.08,"Lyd, it's probably, uh, Steph farting again."
50,00:03:58.08,00:03:58.08,So that could be a little bit of a problem.
51,00:04:00.12,00:04:00.12,">> No, I went to the bathroom. No more gas."
52,00:04:03.17,00:04:03.17,">> You know, usually when you got, like, that egg smell..."
53,00:04:05.50,00:04:05.50,>> Egg smell. >> First thing in the
54,00:04:08.25,00:04:08.25,"morning, they're not eggs, man. >> It's funny how everybody"
55,00:04:12.88,00:04:12.88,tries to play it off like nothing happened when we just
56,00:04:15.25,00:04:15.25,"had this heated Tribal Council last night, you know, how"
57,00:04:19.38,00:04:19.38,there's been a lot of lying. And I think it's 'cause they're
58,00:04:22.29,00:04:22.29,"all scared. I mean, after everything's been"
59,00:04:24.17,00:04:24.17,"called out into the open, I just kind of sit back last night, and"
60,00:04:26.46,00:04:26.46,"I'm like, ""These people are unbelievable."""
61,00:04:29.96,00:04:29.96,I have a feeling who's going to win this one.
62,00:04:35.21,00:04:35.21,">> Style. >> That's your style, right?"
63,00:04:38.17,00:04:38.17,You're up. >> Is it my turn?
64,00:04:42.33,00:04:42.33,>> Oh! >> Wow!
65,00:04:44.54,00:04:44.54,>> Whoo! >> Spunky.
66,00:04:46.25,00:04:46.25,">> That was pretty, man. >> I think Judd's was better."
67,00:04:48.58,00:04:48.58,>> I'm definitely not going to go down without a fight.
68,00:04:50.71,00:04:50.71,">> I mean, I'm going to work something out."
69,00:04:52.54,00:04:52.54,"I mean, I know Lydia-- she feels like she's on the outs now with"
70,00:04:55.96,00:04:55.96,"this group, and so I know she's definitely in with me."
71,00:04:58.71,00:04:58.71,"And I think it would take one more person, um, maybe, to-to"
72,00:05:02.04,00:05:02.04,"throw something. Ooh, my shoe."
73,00:05:05.21,00:05:05.21,(grunts) This perfect little alliance is
74,00:05:07.83,00:05:07.83,going to have to start breaking up.
75,00:05:09.38,00:05:09.38,It's going to have to start attacking each other.
76,00:05:11.75,00:05:11.75,"I mean, they-they can't all go to the final spot."
77,00:05:13.96,00:05:13.96,"I mean, it's just not going to happen."
78,00:05:16.04,00:05:16.04,>> Ooh! >> I thought were going to do a
79,00:05:17.54,00:05:17.54,back flip. >> Wow.
80,00:05:18.88,00:05:18.88,">> That was beautiful, Danni. >> Thank you, thank you."
81,00:05:20.62,00:05:20.62,"I'm seeing stars. >> JEFF: Come on in, guys."
82,00:05:32.75,00:05:32.75,Go ahead and take a spot on the bench.
83,00:05:35.50,00:05:35.50,>> (laughs) >> JEFF: Welcome to the Survivor
84,00:05:39.75,00:05:39.75,auction. You each have $500 US.
85,00:05:43.29,00:05:43.29,"Sharing of money is allowed, but only the two people who pool"
86,00:05:46.92,00:05:46.92,their money can share in the item.
87,00:05:49.04,00:05:49.04,The auction will end without warning.
88,00:05:52.08,00:05:52.08,Everyone here is not guaranteed an item.
89,00:05:53.79,00:05:53.79,"If you see something you like, you should bid on it."
90,00:05:56.92,00:05:56.92,Make sense? >> Yes.
91,00:05:58.46,00:05:58.46,>> JEFF: Get to the first item. A plate of beef jerky.
92,00:06:02.67,00:06:02.67,>> Oh. >> JEFF: A little protein.
93,00:06:04.12,00:06:04.12,>> Twenty. >> JEFF: Danni's on the board
94,00:06:06.00,00:06:06.00,"for 20. Steph, not even interested."
95,00:06:08.25,00:06:08.25,Nobody else wants this? Going once.
96,00:06:11.38,00:06:11.38,Going twice. Sold to Danni for 20 bucks.
97,00:06:15.50,00:06:15.50,"Pretty good bargain at 20 bucks, right?"
98,00:06:17.83,00:06:17.83,>> Right. >> JEFF: Let me tempt you with
99,00:06:20.17,00:06:20.17,"this. >> Oh, no."
100,00:06:22.21,00:06:22.21,>> JEFF: You can keep your beef jerky for 20 bucks or you can
101,00:06:24.79,00:06:24.79,trade it for what's covered. >> I'm going with the beef
102,00:06:28.25,00:06:28.25,jerky. >> JEFF: Come on up.
103,00:06:30.79,00:06:30.79,>> 20 bucks. >> JEFF: You know what you have.
104,00:06:34.08,00:06:34.08,Let's see what you didn't take. Uncooked corn.
105,00:06:38.08,00:06:38.08,>> Whoo! >> (laughing): Oh!
106,00:06:40.12,00:06:40.12,>> JEFF: Something nobody wants. Ready for the next item?
107,00:06:47.33,00:06:47.33,"Three chocolate chip cookies. >> Oh, my God!"
108,00:06:50.08,00:06:50.08,">> Oh, my God. >> JEFF: Tall glass of milk."
109,00:06:52.67,00:06:52.67,>> Twenty. >> JEFF: Lydia says 20.
110,00:06:54.62,00:06:54.62,>> I'll go 40. >> JEFF: Cindy in on that at 40.
111,00:06:57.54,00:06:57.54,$40 to Cindy. Anybody else want it?
112,00:07:00.29,00:07:00.29,Going once. Going twice.
113,00:07:03.17,00:07:03.17,Sold to Cindy for 40 bucks. >> Yay!
114,00:07:05.12,00:07:05.12,"Cookies, cookies. >> JEFF: Take a bite of one of"
115,00:07:08.04,00:07:08.04,those. Dipping right in.
116,00:07:09.46,00:07:09.46,>> Got big chunks of chocolate. That makes me happy.
117,00:07:12.92,00:07:12.92,">> Let me see. Oh, those are nice cookies."
118,00:07:15.21,00:07:15.21,>> JEFF: Next item is not a food item.
119,00:07:17.46,00:07:17.46,Individual mosquito net. >> (gasps)
120,00:07:20.67,00:07:20.67,>> Twenty. >> Forty.
121,00:07:22.54,00:07:22.54,>> Sixty. >> I'll split it with you for
122,00:07:23.71,00:07:23.71,80. >> Can we split it 80?
123,00:07:25.38,00:07:25.38,>> JEFF: Rafe and Danni at 80. >> Hundred.
124,00:07:27.54,00:07:27.54,">> JEFF: Lydia, 100 bucks for the mosquito net."
125,00:07:30.04,00:07:30.04,>> Hundred twenty. >> JEFF: Rafe and Danni going
126,00:07:31.25,00:07:31.25,120. >> One forty.
127,00:07:32.71,00:07:32.71,">> JEFF: 140 to Lydia. Going once, going twice."
128,00:07:36.04,00:07:36.04,Sold to Lydia. >> I need it.
129,00:07:38.67,00:07:38.67,>> JEFF: You need it? >> Yes.
130,00:07:39.79,00:07:39.79,>> JEFF: All right. It's yours.
131,00:07:40.92,00:07:40.92,>> Okay. >> JEFF: You don't need to share
132,00:07:42.25,00:07:42.25,"it. Boy, you do have a lot of bites"
