,begin,end,subtitles_text
1,00:00:00.12,00:00:00.12,
2,00:00:01.46,00:00:01.46,">> Jeff: PREVIOUSLY ON ""SURVIVOR"":"
3,00:00:03.62,00:00:03.62,"THIRD PERSON VOTED OUT OF ""SURVIVOR: REDEMPTION"
4,00:00:06.08,00:00:06.08,"ISLAND,"" RUSSELL."
5,00:00:09.04,00:00:09.04,FOR THE ZAPATERA TRIBE THE ONE NIGHT OF PLEASURE THEY GOT FROM
6,00:00:12.12,00:00:12.12,THROWING A CHALLENGE TO GET RID
7,00:00:13.67,00:00:13.67,OF RUSSELL TURNED INTO DAYS OF MISERY.
8,00:00:16.58,00:00:16.58,TRIBE UNITY CRUMBLED.
9,00:00:18.08,00:00:18.08,>> DAVID UNDER PRESSURE IS REALLY STRESSFUL.
10,00:00:20.46,00:00:20.46,>> I DON'T FREAK OUT.
11,00:00:22.08,00:00:22.08,>> Jeff: AND DAVID'S RELATIONSHIP WITH SARITA GOT SO
12,00:00:24.33,00:00:24.33,BAD HE JOINED FORCES WITH
13,00:00:26.12,00:00:26.12,STEPHANIE TO TRY TO VOTE SARITA OUT.
14,00:00:28.08,00:00:28.08,>> STEPHANIE IS A CAPABLE COMPETITOR IN THE CHALLENGES AND
15,00:00:31.21,00:00:31.21,I THINK UNQUESTIONABLY SARITA IS THE WEAKEST PLAYER ON THE TRIBE.
16,00:00:35.08,00:00:35.08,">> Jeff: AT OMETEPE, ROB HAD A HIDDEN IMMUNITY IDOL IN HIS"
17,00:00:38.38,00:00:38.38,POCKET ALONG WITH MOST OF HIS TRIBE.
18,00:00:40.92,00:00:40.92,>> BY ME HAVING THIS I KNOW THAT NOBODY ELSE HAS THIS.
19,00:00:44.08,00:00:44.08,>> Jeff: BUT PHILLIP HAD A LOVE-HATE RELATIONSHIP WITH ROB.
20,00:00:46.96,00:00:46.96,">> I HAVE BEEN IN AN ALLIANCE WITH ROB, GRANT, AND MYSELF."
21,00:00:52.17,00:00:52.17,>> Jeff: WHEN ROB TRIED TO HIDE A CLUE TO
22,00:00:54.21,00:00:54.21,A HIDDEN IMMUNITY IDOL >> I SAW IT.
23,00:00:56.25,00:00:56.25,>> Jeff: IT WAS ALL-OUT WAR.
24,00:00:57.88,00:00:57.88,>> I'M GOING TO KICK A LITTLE ASS AROUND HERE.
25,00:01:00.54,00:01:00.54,>> Jeff: NATALIE GOES SHORT!
26,00:01:03.17,00:01:03.17,OMETEPE WINS IMMUNITY!
27,00:01:04.75,00:01:04.75,THE OMETEPES WON THEIR THIRD OUT OF THE LAST FOUR CHALLENGES.
28,00:01:09.04,00:01:09.04,THE ZAPATERAS WENT TO TRIBAL COUNCIL WHERE DAVE AND STEPHANIE
29,00:01:12.54,00:01:12.54,VOTED FOR SARITA BUT EVERYONE ELSE VOTED FOR STEPHANIE.
30,00:01:16.29,00:01:16.29,"STEPHANIE, THE TRIBE HAS SPOKEN."
31,00:01:20.04,00:01:20.04,"WITH STEPHANIE OFF TO A DUEL, BOTH TRIBES ARE NOW EVEN AT SIX."
32,00:01:24.29,00:01:24.29,"WELL, YOU MADE THE DECISION TO GO WITH SOMEBODY YOU THINK YOU"
33,00:01:26.62,00:01:26.62,CAN TRUST VERSUS KEEPING SOMEBODY WHO MIGHT HAVE DONE
34,00:01:29.25,00:01:29.25,BETTER AT CHALLENGES.
35,00:01:30.71,00:01:30.71,WE'LL KNOW SOON ENOUGH IF YOU MADE THE RIGHT CALL.
36,00:01:49.83,00:01:49.83,>> I HOPE WE CAN ALL COME TOGETHER.
37,00:01:51.71,00:01:51.71,">> I KNOW DAVID AND SARITA HAVE HAD SOME DIFFERENCES, BUT I HOPE"
38,00:01:54.62,00:01:54.62,YOU GUYS CAN...
39,00:02:03.83,00:02:03.83,>> THE TWO VOTES AGAINST SARITA WERE STEPHANIE AND MINE.
40,00:02:07.67,00:02:07.67,I DIDN'T WANT TO MAKE ANY BONES ABOUT WHERE I STOOD.
41,00:02:10.17,00:02:10.17,I DID WHAT I HAD TO DO AND I WANTED TO MAKE MY PLACE AND MY
42,00:02:13.33,00:02:13.33,"POSITION KNOWN, AND IF IT'S THE END OF ME, THEN SO BE IT."
43,00:02:18.71,00:02:18.71,">> I LOOK FORWARD TO MOVING FORWARD, AND ALL PITCHING IN"
44,00:02:22.71,00:02:22.71,LIKE WE'RE ALL DOING AROUND CAMP.
45,00:02:24.17,00:02:24.17,">> ME, TOO, ME, TOO. AND I DO LOVE CONSTRUCTIVE"
46,00:02:26.12,00:02:26.12,FEEDBACK AND I DO NEED TO BUCK UP MORE.
47,00:02:28.29,00:02:28.29,TRIBAL IS NEVER GOOD BUT TONIGHT WAS ESPECIALLY BAD BECAUSE COME
48,00:02:32.38,00:02:32.38,"TO FIND OUT OUR GANG OF SIX DID HAVE A MAJOR HOLE IN IT, WHICH"
49,00:02:36.29,00:02:36.29,"AS I HAD SUSPECTED, DAVID HAD"
50,00:02:39.12,00:02:39.12,"GONE OVER TO THE DARK SIDE, TO STEPHANIE."
51,00:02:42.88,00:02:42.88,">> WELL, LET'S DO THE BEST WE CAN TO FUNCTION AS A TRIBE"
52,00:02:46.50,00:02:46.50,BECAUSE IT'S IN ALL OUR COLLECTIVE BEST INTERESTS.
53,00:02:49.38,00:02:49.38,>> I AGREE.
54,00:02:51.38,00:02:51.38,">> THIS IS THE SIX WE'VE WANTED BACK IN DAY ONE, BUT THERE'S A"
55,00:02:54.67,00:02:54.67,BIG RIFT BETWEEN DAVID AND SARITA.
56,00:02:57.46,00:02:57.46,>> FIND COMMON GROUND LIKE
57,00:02:59.04,00:02:59.04,WE DID BACK IN DAY TWO AND THREE.
58,00:03:01.08,00:03:01.08,>> I AGREE.
59,00:03:02.25,00:03:02.25,"AND I HAVE A TON OF RESPECT FOR YOU, DAVID."
60,00:03:04.17,00:03:04.17,>> YOU DON'T NEED TO GIVE ME A SPEECH. IT DOESN'T MATTER.
61,00:03:07.12,00:03:07.12,>> DAVE IS SHOWING HE CAN BE A BIT OF AN ANTAGONIST BUT
62,00:03:11.29,00:03:11.29,HOPEFULLY DAVID CAN BE MAN ENOUGH AND PUT HIS EGO AND PRIDE
63,00:03:16.96,00:03:16.96,"AND EMOTIONS ASIDE AND, YOU KNOW, FOR THE BIGGER CAUSE OF"
64,00:03:20.75,00:03:20.75,THE TEAM.
65,00:03:22.12,00:03:22.12,"IF NOT, THERE COULD BE PROBLEMS."
66,00:03:42.58,00:03:42.58,">> I MEAN, THERE ARE SO MANY THINGS I LOVE, I LOVE VIETNAMESE"
67,00:03:45.00,00:03:45.00,"FOOD, THAI FOOD, I LIKE CHINESE FOOD, I LOVE ITALIAN."
68,00:03:49.04,00:03:49.04,I DON'T EVEN LIKE SWEETS BUT BRING IT ON AND I'M GOING TO
69,00:03:52.12,00:03:52.12,HAVE A SLICE OF RED VELVET FROM A BAKERY I USED TO WORK AT.
70,00:03:55.33,00:03:55.33,THE WEIRDEST THING I'VE BEEN CRAVING IS A BANANA SHAKE WITH
71,00:03:58.25,00:03:58.25,PEANUT BUTTER IN IT.
72,00:03:59.79,00:03:59.79,LIKE I WANT THE TASTE OF PEANUT BUTTER LIKE SNICKER DOODLES WITH
73,00:04:04.12,00:04:04.12,PEANUT BUTTER ON TOP AND MILK.
74,00:04:07.33,00:04:07.33,">> YOU'RE KILLING ME, SMALLS."
75,00:04:09.67,00:04:09.67,STEPHANIE CAME IN AND HER MOUTH WAS GOING A MILE A MINUTE AND IT
76,00:04:13.12,00:04:13.12,WAS KIND OF ANNOYING.
77,00:04:14.75,00:04:14.75,I'M READY TO GO TO THE DUEL RIGHT NOW.
78,00:04:16.38,00:04:16.38,I REALLY WANT TO WIN THIS ONE.
79,00:04:18.12,00:04:18.12,I TOLD GOD I'M GOING TO BE OUT HERE AS LONG AS HE WANTS ME
80,00:04:21.25,00:04:21.25,TO BE OUT HERE SO I'M IN IT FOR THE LONG HAUL.
81,00:04:30.83,00:04:30.83,>> TREE MAIL!
82,00:04:32.25,00:04:32.25,"""HERE YOU GO AGAIN."
83,00:04:33.92,00:04:33.92,"BY NOW, YOU KNOW WHAT TO DO."
