,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> PROBST: Previously on
2,00:00:02.08,00:00:02.08,Survivor: Margaret's negativity was weighing on Nakum.
3,00:00:04.96,00:00:04.96,>> She just can't grasp the fact that the old tribe ain't coming
4,00:00:09.08,00:00:09.08,"back. >> PROBST: At the challenge,"
5,00:00:10.33,00:00:10.33,tribes learned they would compete for hamburgers and beer.
6,00:00:13.25,00:00:13.25,>> Yes! >> PROBST: But they also learned
7,00:00:15.42,00:00:15.42,"that things were shaking up. Tonight, both tribes are"
8,00:00:18.62,00:00:18.62,"going to Tribal Council, both tribes are voting somebody out."
9,00:00:21.71,00:00:21.71,"In addition, to the barbecue feast, the winning tribe earns"
10,00:00:24.83,00:00:24.83,the right to compete in another challenge for individual
11,00:00:27.71,00:00:27.71,"immunity. Survivors, ready... go!"
12,00:00:31.54,00:00:31.54,"The challenge was grueling, and the tribes were pushed to their"
13,00:00:35.00,00:00:35.00,limits. Amy was down with a serious
14,00:00:38.17,00:00:38.17,ankle injury. Amy is hurt.
15,00:00:41.17,00:00:41.17,And tempers flared when Jamie and Bobby Jon squared off.
16,00:00:45.33,00:00:45.33,"( both yelling ) In the end, Nakum claimed the"
17,00:00:49.42,00:00:49.42,award. And they have it!
18,00:00:52.04,00:00:52.04,Nakum wins barbecue feast and a shot at individual immunity.
19,00:00:57.00,00:00:57.00,"Survivors, ready. Go!"
20,00:00:58.71,00:00:58.71,Rafe won the challenge. >> Got it.
21,00:01:00.54,00:01:00.54,>> PROBST: Rafe wins immunity. And was the only person to be
22,00:01:03.12,00:01:03.12,safe for one more night. >> Great stuff!
23,00:01:06.04,00:01:06.04,">> PROBST: At Yaxha, Brian tried to rally Amy and Gary to oust"
24,00:01:09.29,00:01:09.29,Bobby Jon. >> PROBST: But both he and Amy
25,00:01:15.62,00:01:15.62,were also at risk. >> Amy and Brian are probably in
26,00:01:18.12,00:01:18.12,the biggest threat of getting voted off.
27,00:01:21.42,00:01:21.42,"You know, they are probably the physically weaker players."
28,00:01:24.42,00:01:24.42,>> PROBST: Over at Nakum the tribe indulged.
29,00:01:27.25,00:01:27.25,>> I've never had a hamburger taste like this.
30,00:01:29.25,00:01:29.25,>> It doesn't get better than this.
31,00:01:31.08,00:01:31.08,>> PROBST: But Judd drank himself into trouble.
32,00:01:33.17,00:01:33.17,">> Rafe, you sure you don't want that beer?"
33,00:01:34.67,00:01:34.67,">> There's only two beers left. >> I definitely got one coming,"
34,00:01:36.83,00:01:36.83,without a doubt. >> Judd's got to watch his
35,00:01:38.79,00:01:38.79,"mouth. He gets so pumped up, and his"
36,00:01:41.04,00:01:41.04,mouth works before his brain does.
37,00:01:44.75,00:01:44.75,">> PROBST: During Tribal Council, Judd turned up the heat"
38,00:01:48.67,00:01:48.67,when he attacked Margaret. >> Did you or did you not-- as
39,00:01:51.38,00:01:51.38,"soon as you saw me, did you tell me that I had A.D.D."
40,00:01:54.50,00:01:54.50,>> This is what it is like to try to talk to him.
41,00:01:57.08,00:01:57.08,>> You should just shut up. >> PROBST: Judd got his way and
42,00:01:59.17,00:01:59.17,Margaret was voted out of the tribe.
43,00:02:01.75,00:02:01.75,"Margaret, the tribe has spoken. Rafe sat in on Yaxha's Tribal"
44,00:02:06.92,00:02:06.92,"Council, where Brian was voted out."
45,00:02:10.29,00:02:10.29,"Brian, the tribe has spoken. Eleven are left."
46,00:02:14.33,00:02:14.33,Who will be voted out tonight? ( theme song playing )
47,00:02:20.08,00:02:20.08,  Captioning sponsored by   CBS PARAMOUNT
48,00:02:22.08,00:02:22.08,  NETWORK TELEVISION ( crickets chirping )
49,00:03:35.62,00:03:35.62,">> Oh, God! Thank the Lord, man. Listen, I want to thank you guys"
50,00:03:38.42,00:03:38.42,"too, for, you know, my bark ain't as big as my bite, man."
51,00:03:42.17,00:03:42.17,"And that's damn true, man, you know."
52,00:03:44.42,00:03:44.42,>> We went over to Tribal Council tonight and Margaret got
53,00:03:46.96,00:03:46.96,"voted out; thank God, man. She just pushed my button, man."
54,00:03:49.79,00:03:49.79,"And she pushed it, and pushed it and pushed it, and pushed it,"
55,00:03:52.71,00:03:52.71,and kept pushing it. I couldn't take it anymore.
56,00:03:54.62,00:03:54.62,So I kind of had a little outburst and put her in her
57,00:03:57.38,00:03:57.38,"place, man. See, in the other tribe she was"
58,00:03:59.92,00:03:59.92,the mom over there. Everybody used to run around and
59,00:04:02.83,00:04:02.83,call her mom. When she didn't have that role
60,00:04:05.04,00:04:05.04,"any more, man, that just devastated her."
61,00:04:07.08,00:04:07.08,>> I'm just glad this is all over with.
62,00:04:09.08,00:04:09.08,">> I'm not a loose canon. I mean, I blew up; but around"
63,00:04:11.50,00:04:11.50,"camp, I never do that, man. I'm happy all day."
64,00:04:14.08,00:04:14.08,"I'm just a big teddy bear, man, you know."
65,00:04:16.42,00:04:16.42,"Hopefully, I'll be laughing my ass to the bank, and she'll"
66,00:04:19.79,00:04:19.79,"still be at home, making chicken wings or something."
67,00:04:23.04,00:04:23.04,"Somebody is going to badmouth me, man-- listen, I'm not gonna"
68,00:04:25.75,00:04:25.75,to sit there like a little wuss and take it.
69,00:04:28.08,00:04:28.08,I don't care. I ain't going to get up and hit
70,00:04:30.62,00:04:30.62,"you either, though. >> The thing is with Judd, he"
71,00:04:32.58,00:04:32.58,"has a big voice, you know, he's a big guy."
72,00:04:35.12,00:04:35.12,"So that scares a lot of people, but it doesn't make me nervous."
73,00:04:38.50,00:04:38.50,"If anything, it makes me want to keep Judd closer, because I"
74,00:04:42.17,00:04:42.17,"could take him to final, and then I would have all the votes"
75,00:04:46.12,00:04:46.12,and Judd wouldn't have any because he is going to keep
76,00:04:48.33,00:04:48.33,blowing up. >> It's so cold.
77,00:05:18.17,00:05:18.17,>> This will hurt. ( tearing sound )
78,00:05:28.12,00:05:28.12,( exhales sharply ) That really hurt.
79,00:05:33.04,00:05:33.04,">> I hurt my shoulders pushing the big ball, during the"
80,00:05:35.42,00:05:35.42,"challenge, but that's just a part of the game."
81,00:05:37.38,00:05:37.38,Everybody over here at Yaxha has these things all over them.
82,00:05:40.04,00:05:40.04,"Um, I just got a couple of bad ones, and I got one on my right"
83,00:05:42.62,00:05:42.62,shoulder right now. It is pretty bad.
84,00:05:45.17,00:05:45.17,"I went to take my shirt off this morning, and it was literally"
85,00:05:47.54,00:05:47.54,pasted to it. Got a long way to go in the
86,00:05:50.08,00:05:50.08,"game, so I will probably get a lot more banged up than this."
87,00:05:52.38,00:05:52.38,"So, just right now you just be tough and know that there is a"
88,00:05:55.12,00:05:55.12,gold rush waiting at the end of the rainbow.
89,00:05:57.58,00:05:57.58,">> Oh, man. That's disgusting. I don't look like that, right?"
90,00:06:03.04,00:06:03.04,>> They don't look like this. They look like that one right
91,00:06:06.00,00:06:06.00,there. >> They do?
92,00:06:08.21,00:06:08.21,">> Yeah. You got one on your chin, and"
93,00:06:10.08,00:06:10.08,"one right there, and then a few dots right there."
94,00:06:14.12,00:06:14.12,"It makes you look tough, I think."
95,00:06:16.46,00:06:16.46,">> Yeah, you like that? >> Oh, yeah."
96,00:06:18.04,00:06:18.04,">> All right. >> I have open, festering sores,"
97,00:06:20.58,00:06:20.58,and it sucks. I go into these challenges and
98,00:06:24.46,00:06:24.46,you completely forget about this.
99,00:06:26.75,00:06:26.75,"I probably won't even feel it. >> PROBST: Come on in, Nakum!"
100,00:06:37.71,00:06:37.71,"Yaxha, come on in! Both tribes getting their first"
101,00:06:44.29,00:06:44.29,look at the new tribes after the last Tribal Council.
102,00:06:47.21,00:06:47.21,Margaret voted out of Nakum. Brian voted out at Yaxha.
103,00:06:52.29,00:06:52.29,You guys ready to get to today's challenge?
104,00:06:55.62,00:06:55.62,>> Yeah. >> Yes.
105,00:06:57.21,00:06:57.21,>> PROBST: Today's challenge will require team work and a lot
106,00:06:59.29,00:06:59.29,of dexterity. Four tribe members are going to
107,00:07:02.25,00:07:02.25,"wrap 30 feet of material around their bodies, and then unspool"
108,00:07:05.38,00:07:05.38,that material as they make their way down field to the finish.
109,00:07:08.96,00:07:08.96,Here is how it works: First person will move around a
110,00:07:11.83,00:07:11.83,"pole as quickly as they can, unspooling the material off of"
111,00:07:15.42,00:07:15.42,the pole and onto their body. You'll then move to the second
112,00:07:19.04,00:07:19.04,person. You'll connect to the second
113,00:07:20.83,00:07:20.83,"person, then together the two of you will move around the pole,"
114,00:07:23.25,00:07:23.25,putting the material around both of your bodies.
115,00:07:25.71,00:07:25.71,"Then the third person, finally the fourth person."
116,00:07:28.17,00:07:28.17,So you will end up with four people wrapping material around
117,00:07:30.62,00:07:30.62,the group. Once you have all the material
118,00:07:33.04,00:07:33.04,"around all four people, you start moving down field and"
119,00:07:36.04,00:07:36.04,begin unwinding the material off of your body.
120,00:07:39.83,00:07:39.83,"Each time a person unwinds, they unclip, and head to the finish"
121,00:07:42.79,00:07:42.79,mat. There is one other person in
122,00:07:45.12,00:07:45.12,this challenge. They are the winder.
123,00:07:47.54,00:07:47.54,Their job is to assist the other four anyway they can by helping
124,00:07:51.17,00:07:51.17,them move around the pole or helping them keep their balance.
125,00:07:54.08,00:07:54.08,First tribe to get all five tribe members to the finish mat
126,00:07:57.29,00:07:57.29,wins a reward. Want to know what are you
127,00:07:59.88,00:07:59.88,"playing for? >> Yes, sir."
128,00:08:01.67,00:08:01.67,">> Yes. >> PROBST: Well, the Maya are"
129,00:08:03.33,00:08:03.33,"credited with a few things. Relationship with the stars,"
130,00:08:06.08,00:08:06.08,"accounting system, Mayan calendar, but there is one big"
131,00:08:08.29,00:08:08.29,discovery you might not be familiar with: the Maya
