,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00," >> JEFF PROBST: 36 days ago,"
2,00:00:13.17,00:00:13.17,20 Americans began the adventure of a lifetime.
3,00:00:16.96,00:00:16.96,"Just behind you, there are two immunity necklaces."
4,00:00:20.29,00:00:20.29,"One for the first woman, one for the first man, who can"
5,00:00:23.75,00:00:23.75,get to shore and claim them. >> I'll go!
6,00:00:27.08,00:00:27.08,">> PROBST: From the beginning, it was clear that these"
7,00:00:29.17,00:00:29.17,castaways were in for a whole new game.
8,00:00:31.25,00:00:31.25,>> I was not going to let that little young girl beat me.
9,00:00:35.12,00:00:35.12,">> PROBST: With no other information to guide them,"
10,00:00:37.00,00:00:37.00,"no one knew what to expect. >> We're not a tribe, we don't"
11,00:00:39.50,00:00:39.50,have our buffs-- we don't have a clue what's happening next.
12,00:00:42.83,00:00:42.83,>> PROBST: We're going to divide into two tribes with nine
13,00:00:45.25,00:00:45.25,members each. There are 20 of you.
14,00:00:48.25,00:00:48.25,Two people will get on a boat and be sent home.
15,00:00:51.71,00:00:51.71,Ian and Jolanda learned the value of the immunity necklaces
16,00:00:55.29,00:00:55.29,when they made the first of the schoolyard picks.
17,00:00:58.17,00:00:58.17,>> Katie. >> Bobby Jon.
18,00:01:00.92,00:01:00.92,">> PROBST: And in the end, Wanda and Jonathan were left"
19,00:01:04.00,00:01:04.00,behind. >> \xe2\x99\xaa Survivors \xe2\x99\xaa
20,00:01:07.00,00:01:07.00,>> Good-bye! >> \xe2\x99\xaa You're going to be the
21,00:01:09.12,00:01:09.12,Survivors. \xe2\x99\xaa >> PROBST: Survivors ready?
22,00:01:12.33,00:01:12.33,Go! At the first immunity
23,00:01:14.46,00:01:14.46,"challenge, the Ulong tribe stumbled with crucial decisions."
24,00:01:18.79,00:01:18.79,">> Come on! We gotta go. >> I'm telling you, I think we"
25,00:01:23.58,00:01:23.58,should go. >> PROBST: And the older Koror
26,00:01:26.08,00:01:26.08,tribe proved that age didn't matter when they won immunity
27,00:01:28.75,00:01:28.75,and flint to make fire. Koror wins immunity and reward!
28,00:01:32.79,00:01:32.79,>> Yeah! >> PROBST: At Ulong's first
29,00:01:37.04,00:01:37.04,"Tribal Council, Jolanda's strength did not prevent her"
30,00:01:39.25,00:01:39.25,"from taking the fall. Jolanda, the tribe has spoken."
31,00:01:46.46,00:01:46.46,"On day four, the tribes battled it out again."
