,begin,end,subtitles_text
0,00:00:00.00,00:00:00.00,>> JEFF PROBST: Previously on
1,00:00:02.17,00:00:02.17,Survivor:Courtney grew closer to
2,00:00:04.25,00:00:04.25,"Frosti...>> Frosti's my little munchkin,"
3,00:00:06.12,00:00:06.12,and he's a doll face.>> PROBST: ...which made Todd
4,00:00:09.04,00:00:09.04,question her loyalty to the FeiLong alliance.
5,00:00:11.08,00:00:11.08,">> It's scary.It really is, because you never"
6,00:00:13.21,00:00:13.21,know if she's going to want totwist or turn.
7,00:00:15.92,00:00:15.92,>> PROBST: At the rewardchallenge...
8,00:00:18.12,00:00:18.12,You will be divided into twoteams of four.
9,00:00:22.71,00:00:22.71,...Peih-Gee's teamdropped the ball.
10,00:00:25.50,00:00:25.50,"James too hard, Peih-Gee can'tget it."
11,00:00:28.25,00:00:28.25,And Erik's team won anunforgettable trip.
12,00:00:30.92,00:00:30.92,"Frosti, Amanda, Erik andCourtney, cruising down the Lee"
13,00:00:33.38,00:00:33.38,"River.>> All right, everyone, cheers"
14,00:00:35.88,00:00:35.88,"to us.>> PROBST: During the cruise,"
15,00:00:38.17,00:00:38.17,Courtney and Amanda vented aboutPeih-Gee.
16,00:00:41.08,00:00:41.08,">> She's too intense right now,and I don't like that."
17,00:00:43.17,00:00:43.17,>> She's made a series of poordecisions.
18,00:00:45.33,00:00:45.33,">> PROBST: And back at camp,Peih-Gee blamed James for losing"
19,00:00:48.50,00:00:48.50,the challenge......making her first in line to
20,00:00:56.67,00:00:56.67,"be voted out.>> Peih-Gee, she's just stupid."
21,00:00:59.54,00:00:59.54,>> PROBST: But at the immunitychallenge...
22,00:01:02.12,00:01:02.12,Peih-Gee wins immunity....Peih-Gee narrowly beat
23,00:01:04.38,00:01:04.38,"Frosti.With Peih-Gee immune, the former"
24,00:01:09.25,00:01:09.25,Fei Long saw Frosti as thebiggest threat.
25,00:01:13.08,00:01:13.08,>> He has to go.>> PROBST: And although James
26,00:01:16.54,00:01:16.54,"had the only two hidden immunityidols, he felt confident that he"
27,00:01:19.96,00:01:19.96,wouldn't have to use them.>> It makes no sense for us to
28,00:01:23.21,00:01:23.21,"mess it up now, because it'sright there."
29,00:01:26.04,00:01:26.04,">> PROBST: And at tribalcouncil, his gamble paid off--"
30,00:01:31.29,00:01:31.29,James received no votes.Ninth person voted out and the
31,00:01:34.42,00:01:34.42,"third member of our jury,Frosti."
32,00:01:36.88,00:01:36.88,"And Courtney lost a friend.Frosti, the tribe has spoken."
33,00:01:43.25,00:01:43.25,"All right.Tonight, you will not be heading"
34,00:01:45.17,00:01:45.17,directly back to camp.We have more business to attend
35,00:01:51.88,00:01:51.88,"to here.Jury, it doesn't involve you."
36,00:01:57.21,00:01:57.21,"You can head out.Okay, we've just finished tribal"
37,00:02:08.00,00:02:08.00,"council.Frosti was just voted out,"
38,00:02:10.75,00:02:10.75,became the third member of ourjury.
39,00:02:12.83,00:02:12.83,There are now only seven of youleft.
40,00:02:15.50,00:02:15.50,"Tonight, you're not goingdirectly back to camp..."
41,00:02:20.04,00:02:20.04,because you're going toparticipate in a reward
42,00:02:23.12,00:02:23.12,challenge right here at tribalcouncil.
43,00:02:27.00,00:02:27.00,">> Oh, my gosh!>> Thank you!"
44,00:02:29.75,00:02:29.75,>> PROBST: But this is noordinary reward.
45,00:02:32.12,00:02:32.12,The winner of the challenge willtravel by private jet hundreds
46,00:02:35.29,00:02:35.29,of miles into the Sungshanmountains to a place where few
47,00:02:39.21,00:02:39.21,"outsiders have ever been invitedto stay, the Shaolin Temple."
48,00:02:44.96,00:02:44.96,This is an incredible rareprivilege.
49,00:02:47.75,00:02:47.75,"Built in the Fifth Century, theShaolin Temple is most famous"
50,00:02:52.04,00:02:52.04,for being home to kung fu.You'll enjoy a kung fu
51,00:02:56.00,00:02:56.00,"demonstration, a vegetarianmeal."
52,00:02:59.25,00:02:59.25,You will then spend the night inthe temple before returning to
53,00:03:02.21,00:03:02.21,"camp in the morning.Big relief, James?"
54,00:03:05.21,00:03:05.21,>> A little one.>> PROBST: In the midst of a
55,00:03:09.54,00:03:09.54,"crazy game, this truly is anopportunity that very few people"
56,00:03:15.17,00:03:15.17,in the world will everexperience.
57,00:03:17.50,00:03:17.50,The winner of this challengewill also choose two people to
58,00:03:20.08,00:03:20.08,go with them.Let's get to it.
59,00:03:22.71,00:03:22.71,This reward challenge startsright now.
60,00:03:27.42,00:03:27.42, Captioning sponsored by CBS PARAMOUNT NETWORK
61,00:03:29.17,00:03:29.17, TELEVISION( theme song playing )
62,00:04:22.38,00:04:22.38,">> PROBST: For the ShaolinTemple reward, I'm going to ask"
63,00:04:26.17,00:04:26.17,you a series of questions basedon Chinese culture.
64,00:04:28.46,00:04:28.46,"Each time you get one right, youscore a point."
65,00:04:30.75,00:04:30.75,First person to five winsreward.
66,00:04:33.08,00:04:33.08,"Worth playing for?>> Yes, please."
67,00:04:35.46,00:04:35.46,">> PROBST: All right, beneathyour stools, black pouch."
68,00:04:38.04,00:04:38.04,"Pull it out, remove your answercards, we'll get started."
69,00:04:45.75,00:04:45.75,"Okay, first question.True or false-- China is"
70,00:04:49.21,00:04:49.21,credited with the invention ofthe abacus.
71,00:04:58.17,00:04:58.17,Reveal.Correct answer is true.
72,00:05:04.62,00:05:04.62,Todd got it right.James got it right.
73,00:05:07.04,00:05:07.04,Peih-Gee got it right.Denise got it right.
74,00:05:09.96,00:05:09.96,Next question.Which animal does not belong to
75,00:05:13.17,00:05:13.17,"the Chinese zodiac?A, rat, B, rabbit, C, cat, or D,"
76,00:05:20.25,00:05:20.25,rooster.Everybody reveal.
77,00:05:29.08,00:05:29.08,"Correct answer is C, cat.Everybody got it right."
78,00:05:33.38,00:05:33.38,Nice job.Next question.
79,00:05:36.29,00:05:36.29,True or false-- 99% of the giantpanda's diet is bamboo.
80,00:05:46.04,00:05:46.04,Everybody reveal.Everybody except Denise said
81,00:05:52.46,00:05:52.46,"true.Still think you're right,"
82,00:05:54.67,00:05:54.67,Denise?>> No.
83,00:05:56.38,00:05:56.38,">> PROBST: Well, you're rightabout that-- you're wrong."
84,00:05:58.75,00:05:58.75,The correct answer is true.Everybody got it right except
85,00:06:01.50,00:06:01.50,Denise.Here's where we're at--
86,00:06:05.33,00:06:05.33,"Peih-Gee, James, and Todd havethree."
87,00:06:08.04,00:06:08.04,Everybody else has two.Playing to five.
88,00:06:11.17,00:06:11.17,Next question.The capital of China is:
89,00:06:16.04,00:06:16.04,"A, Hong Kong, B, Beijing, C,Shanghai, or D, Macao."
90,00:06:26.71,00:06:26.71,"Everybody reveal.Correct answer is Beijing, that"
91,00:06:31.83,00:06:31.83,was B.Everybody got it right except
92,00:06:34.46,00:06:34.46,"Amanda.Peih-Gee, James, Todd, you each"
93,00:06:39.79,00:06:39.79,have four.Everybody else has three.
94,00:06:43.21,00:06:43.21,"Peih-Gee, James, or Todd couldwin it on this question."
95,00:06:47.04,00:06:47.04,"Here we go.In Chinese culture, receiving a"
96,00:06:51.92,00:06:51.92,"red envelope means that insideis A, a love letter, B, cash, C,"
97,00:06:58.46,00:06:58.46,"a death notice, or D, a militarydraft notice."
98,00:07:06.17,00:07:06.17,Make a choice.Everybody reveal.
99,00:07:10.92,00:07:10.92,"Reveal, James.Everybody's all over the board"
100,00:07:16.12,00:07:16.12,"with this one.The correct answer is B, cash."
101,00:07:21.12,00:07:21.12,Peih-Gee wins reward.>> Congratulations.
102,00:07:27.04,00:07:27.04,">> PROBST: All right, Peih-Gee,take a spot over on the jury"
103,00:07:30.17,00:07:30.17,"bench.>> Bye, baby."
104,00:07:34.21,00:07:34.21,">> PROBST: All right, Peih-Gee,so you're going to the Shaolin"
105,00:07:36.54,00:07:36.54,"Temple, a rare experience.Choose two people to come with"
106,00:07:39.79,00:07:39.79,you.>> I can't even look at you
107,00:07:48.08,00:07:48.08,guys.I've got to pick Erik.
108,00:07:51.62,00:07:51.62,"I'm sorry, but, like, we've beenso starving since, like, the"
109,00:07:55.08,00:07:55.08,"beginning of the season.>> PROBST: Erik, take a spot"
110,00:07:57.96,00:07:57.96,"next to Peih-Gee.>> Thank you, Peih-Gee."
111,00:08:03.12,00:08:03.12,">> PROBST: All right, Peih-Gee,select one more person to join"
112,00:08:05.38,00:08:05.38,you.>> I'll take Denise.
113,00:08:13.12,00:08:13.12,">> PROBST: Denise, join Peih-Geeand Erik."
114,00:08:20.58,00:08:20.58,Okay.So everybody's going to go back
115,00:08:22.96,00:08:22.96,"to camp together.Try and get a little sleep,"
116,00:08:25.25,00:08:25.25,"because you're leaving veryearly in the morning, Peih-Gee,"
117,00:08:27.96,00:08:27.96,"Erik, and Denise.Have a good time."
118,00:08:30.62,00:08:30.62,"Grab your torches, head back tocamp."
119,00:08:32.75,00:08:32.75,"Good night, guys.>> Hey, guys, the boat."
120,00:09:06.12,00:09:06.12,>> Go eat a lot of food.>> You guys don't have too much
121,00:09:09.33,00:09:09.33,fun here without us.>> We'll do our best.
122,00:09:11.12,00:09:11.12,>> Peih-Gee picked me to see theShaolin Temple.
123,00:09:13.83,00:09:13.83,I got such love right now forher.
124,00:09:16.08,00:09:16.08,"But here I am, I'm going offwith Peih-Gee and Erik."
125,00:09:18.96,00:09:18.96,I'm concerned because sometimeswhen you leave camp you don't
126,00:09:22.08,00:09:22.08,"know what's going on, and whenyou come back, you don't know"
127,00:09:24.71,00:09:24.71,"what to expect.That makes me very, very"
128,00:09:27.54,00:09:27.54,"nervous.>> Bye, guys."
129,00:09:29.62,00:09:29.62,">> Have fun.Run, Erik, run!"
130,00:09:32.92,00:09:32.92,">> Bye, guys.>> Hey, I think we should eat a"
131,00:09:37.92,00:09:37.92,"lot today.>> Oh, yeah."
132,00:09:44.17,00:09:44.17,>> It will be nice to have thefour of us chilling in a big
133,00:09:46.08,00:09:46.08,"bed, eating good food.This is what I want."
134,00:09:50.96,00:09:50.96,"This is what, like, a nine-dayadvance sneak preview?"
135,00:09:53.21,00:09:53.21,"We all know that, which I thinkwe're okay with."
136,00:09:56.17,00:09:56.17,"When Denise, Peih-Gee, and Erikleft for their reward, we were"
137,00:09:59.62,00:09:59.62,"all kind of like, ""Oh, this isnice to have the four of us."
138,00:10:02.62,00:10:02.62,"It could be this way.We could keep it this way."""
139,00:10:05.04,00:10:05.04,"And there was no arguing.>> Right now, the four of us are"
140,00:10:12.96,00:10:12.96,in the proverbial Garden ofEden.
141,00:10:15.25,00:10:15.25,"The Lord said, ""Don't bite thatapple."""
142,00:10:17.12,00:10:17.12,"If Eve would have listened, theywould be frolicking naked in"
143,00:10:19.21,00:10:19.21,heaven.I just want us to frolic naked
144,00:10:21.38,00:10:21.38,as long as we can.So don't be tempted by Peih-Gee
145,00:10:24.96,00:10:24.96,and Erik.Don't bite the apple.
146,00:10:27.92,00:10:27.92,"Leave it alone.>> We're in the top seven, soon"
147,00:10:30.17,00:10:30.17,to be top four.>> Yeah.
148,00:10:32.21,00:10:32.21,">> Right now, I'm just kind ofgoing along with everyone,"
149,00:10:34.92,00:10:34.92,"saying ""Yeah, we're top four.Whoo-hoo!"""
150,00:10:37.88,00:10:37.88,"But in all reality, I don't feelcomfortable going to the final"
151,00:10:41.71,00:10:41.71,three with any of them.This is the time in the game
152,00:10:45.83,00:10:45.83,that a change needs to be made.This is my chance to make
153,00:10:48.58,00:10:48.58,something else happen the way Iwant it to happen.
154,00:11:08.08,00:11:08.08,>> Whoo-hoo!>> Yeah!
155,00:11:11.54,00:11:11.54,>> You ever been on a privatejet?
156,00:11:14.04,00:11:14.04,">> I've never been on, like, acharter jet before."
157,00:11:15.88,00:11:15.88,">> Oh, yeah.>> It was a ridiculous contrast,"
158,00:11:17.96,00:11:17.96,"because we're still, like, incrazy rags and we stink."
159,00:11:20.88,00:11:20.88,>> Here we are sitting in thelap of luxury like millionaires
160,00:11:23.25,00:11:23.25,eating.>> You and I didn't have to win.
161,00:11:26.17,00:11:26.17,>> Exactly.>> Peih-Gee graced us.
162,00:11:28.04,00:11:28.04,>> Whoo-hoo!>> Thank you for having us.
163,00:11:39.08,00:11:39.08,>> You're welcome.>> Here's to us flying high in
164,00:11:43.12,00:11:43.12,the skies.>> Living large.
165,00:11:46.71,00:11:46.71,">> You guys realize that afterlast night, we could be final"
166,00:11:53.08,00:11:53.08,"three?Right now, the three of us,"
167,00:11:56.71,00:11:56.71,that's three votes.There's only seven people left.
168,00:11:59.88,00:11:59.88,We could get James to go withus.
169,00:12:04.08,00:12:04.08,That's four of us.That would be the majority.
170,00:12:06.42,00:12:06.42,"We could pick off... who wouldit be, Todd?"
171,00:12:09.21,00:12:09.21,What do you think about that?>> You never know what's going
172,00:12:12.67,00:12:12.67,"to happen, though.That's what this game is all"
173,00:12:15.25,00:12:15.25,about.>> Peih-Gee is working her
174,00:12:17.21,00:12:17.21,strategy.She needs to do whatever she can
175,00:12:20.21,00:12:20.21,to get further along in thisgame.
176,00:12:23.17,00:12:23.17,"Peih-Gee and Erik are definitelyon the outsides, but you don't"
177,00:12:25.67,00:12:25.67,"want to make enemies, so, Imean, we're just going to have"
178,00:12:29.04,00:12:29.04,to wait and see what happens atthis point.
179,00:12:58.25,00:12:58.25,">> Welcome to Shaolin Temple.>> Being Chinese, it was really"
180,00:13:01.21,00:13:01.21,great to be able to experiencesomething that up until now had
181,00:13:03.92,00:13:03.92,"kind of been, like, a separateforeign world to me."
182,00:13:07.71,00:13:07.71,"I mean, a 1,500-year-old Shaolintemple, and it's huge."
183,00:13:12.12,00:13:12.12,"You could see monks playingmusic, some meditating."
184,00:13:16.21,00:13:16.21,"You know, these are, like,Shaolin monks and they're"
185,00:13:18.46,00:13:18.46,renowned for their martial artsprowess.
186,00:13:21.38,00:13:21.38,">> Yeah, I've been actuallytaking karate classes and I"
187,00:13:25.42,00:13:25.42,opened my own school.My black belt is coming up.
188,00:13:28.62,00:13:28.62,>> Cool.>> Eight years.
189,00:13:36.50,00:13:36.50,"So just... I started when I was32, and I'm 40 now."
190,00:13:40.17,00:13:40.17,So still a student.Some might say.
191,00:13:47.25,00:13:47.25,Not me yet.Out of all the rewards that have
192,00:13:50.12,00:13:50.12,"come up, this is the one Iwanted to go on the most."
193,00:13:53.75,00:13:53.75,"The Shaolin Temple.It's 1,500 years old."
194,00:13:56.38,00:13:56.38,"I mean, just to look around andsee over 1,000 years of culture"
195,00:14:00.21,00:14:00.21,and the beginnings of the actualmartial arts themselves is just
196,00:14:04.58,00:14:04.58,so incredible for me.It's just an amazing thing.
197,00:14:22.83,00:14:22.83,"The demonstration was fantastic.I mean, it takes years of"
