,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> JEFF: Previously on
2,00:00:03.17,00:00:03.17,Survivor... >> ELISABETH: Oh my gosh!
3,00:00:05.70,00:00:05.70,>> JEFF: The tribes' spirits were lifted when a reward
4,00:00:07.33,00:00:07.33,challenge brought them a message from home.
5,00:00:08.73,00:00:08.73,>> KEITH: Will you marry me please?
6,00:00:10.93,00:00:10.93,">> Oh, my god. ( Tina laughs )"
7,00:00:13.00,00:00:13.00,>> Keith: Yes! Yes! Yes.
8,00:00:15.00,00:00:15.00,( cheering ) >> JEFF: The constant rain and
9,00:00:17.13,00:00:17.13,lack of food led to growing tensions between Colby and
10,00:00:18.43,00:00:18.43,Keith. >> COLBY: I'm not going to do
11,00:00:20.57,00:00:20.57,"this ration thing again when we run out of rice, Keith."
12,00:00:23.00,00:00:23.00,>> KEITH: Fine. >> COLBY: We are eating fine.
13,00:00:24.80,00:00:24.80,">> KEITH: There's something going on here, and I'm really in"
14,00:00:27.03,00:00:27.03,a very vulnerable situation. >> JEFF: Go!
15,00:00:28.93,00:00:28.93,Colby won his third immunity in a row.
16,00:00:31.40,00:00:31.40,">> COLBY: Sweet, baby! >> JEFF: And luckily for Keith,"
17,00:00:33.83,00:00:33.83,"despite his self-proclaimed vulnerability, it was Rodger who"
18,00:00:36.60,00:00:36.60,was voted out at Tribal Council. Four are left.
19,00:00:40.43,00:00:40.43,Who will be the next to go? ( birds singing )
20,00:02:00.97,00:02:00.97,>> ELISABETH: I'm the last of the Kucha tribe.
21,00:02:02.77,00:02:02.77,I was lonely last night. It's different here without
22,00:02:06.67,00:02:06.67,Rodger. He's a little treasure I
23,00:02:12.83,00:02:12.83,happened to find in the Outback from Kentucky.
24,00:02:24.17,00:02:24.17,Good rice. It was emotional for me to see
25,00:02:30.37,00:02:30.37,"Rodger be voted out, but he would never want me to, you"
26,00:02:34.10,00:02:34.10,"know, get all mushy and sad and kind of lay down and die."
27,00:02:37.20,00:02:37.20,"Like, no way. I'm gonna..."
28,00:02:39.57,00:02:39.57,I want to win this thing. I did not think I'd be...
29,00:02:42.17,00:02:42.17,this game would get me so emotionally sometimes.
30,00:02:46.30,00:02:46.30,"It all started when Rodger gave me his rock, started the"
31,00:02:49.80,00:02:49.80,"emotional roller coaster. That was early, too."
32,00:02:53.10,00:02:53.10,"That was, like, day four or something."
33,00:02:55.67,00:02:55.67,"Today I spent a lot of time talking with Tina and just, you"
34,00:02:58.07,00:02:58.07,"know, about family, about a lot. I think probably with Rodger"
35,00:03:01.93,00:03:01.93,"gone, I miss family more. >> TINA: I miss my husband and"
36,00:03:09.70,00:03:09.70,my children more than anything. >> ELISABETH: I miss my family
37,00:03:12.57,00:03:12.57,and Tim. >> TINA: Hmm.
38,00:03:15.07,00:03:15.07,">> ELISABETH: Just comforts, all the things you love."
39,00:03:16.80,00:03:16.80,I just miss them all. Sometimes I feel as if I'm
40,00:03:19.03,00:03:19.03,not... here for my life.
41,00:03:27.03,00:03:27.03,">> COLBY: I think my mom probably misses me the most,"
42,00:03:29.47,00:03:29.47,just because of-of how close we are.
43,00:03:31.70,00:03:31.70,"I mean, I know she's the one I miss the most, and I know she's"
44,00:03:34.17,00:03:34.17,the one that has gotten me through all this.
45,00:03:37.73,00:03:37.73,"I mean, I talk to her on a daily basis when I get off and spend"
46,00:03:40.23,00:03:40.23,"time by myself. Obviously, she doesn't respond"
47,00:03:43.37,00:03:43.37,"orally, but I know she's hearing me."
48,00:03:49.80,00:03:49.80,">> TINA: Whenever we very first started playing this game, we"
